Subject_ID,Slide_Image,Evetnt,CNT,Time,TIME(2016/06/16 15:23:15.026),TIMETICK(f=2531396),FPOGX,FPOGY,Xpos,Ypos,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN
s20,intro.bmp,2,484,7949.76,7.94976,57111163178,623.07328,440.80896,0.60847,0.57397,7.71999,0.22977,23,1,0.62518,0.55612,1,0.67188,0.84115,0,,0.2362,0.44743,22.52519,0.9944,1,0.62548,0.42655,21.17925,0.99347,1,0,0,11
s20,intro.bmp,2,485,7971.67,7.97167,57111218637,624.15872,439.9104,0.60953,0.5728,7.71999,0.25169,23,1,0.62546,0.55527,1,0.67188,0.84115,0,,0.236,0.44751,22.46671,0.9944,1,0.62514,0.42644,21.17966,0.99779,1,0,0,11
s20,intro.bmp,2,486,7984.02,7.98402,57111249887,623.88224,439.7184,0.60926,0.57255,7.71999,0.26403,23,1,0.60489,0.56858,1,0.67188,0.84115,0,,0.23506,0.44508,22.50632,0.99872,1,0.62425,0.42418,20.88197,1.00211,1,0,0,11
s20,intro.bmp,2,487,7999.47,7.99947,57111289014,622.82752,441.38496,0.60823,0.57472,7.71999,0.27949,23,1,0.59073,0.61161,1,0.67188,0.84115,0,,0.23393,0.44462,22.08504,0.99872,1,0.62277,0.42319,20.73806,1.00211,1,0,0,11
s20,intro.bmp,2,488,8016.34,8.01634,57111331724,621.88544,442.87488,0.60731,0.57666,7.71999,0.29636,23,1,0.59073,0.61161,1,0.67188,0.84115,0,,0.23359,0.4446,22.05146,0.99872,1,0.62219,0.42283,20.99398,1.00211,1,0,0,11
s20,intro.bmp,2,489,8032.45,8.03245,57111372502,615.6288,443.81952,0.6012,0.57789,7.71999,0.31246,23,1,0.4852,0.60121,1,0.67188,0.84115,0,,0.22969,0.44678,21.35509,0.99872,1,0.618,0.42352,20.63283,1.00211,1,0,0,11
s20,intro.bmp,2,490,8048.87,8.04887,57111414061,608.48128,444.1728,0.59422,0.57835,7.71999,0.32888,23,1,0.45463,0.5875,1,0.67188,0.84115,0,,0.22908,0.44767,21.52277,1.00304,1,0.6173,0.42357,20.7486,1.00643,1,0,0,11
s20,intro.bmp,2,491,8065.42,8.06542,57111455951,601.96864,444.46464,0.58786,0.57873,7.71999,0.34543,23,1,0.4542,0.58682,1,0.67188,0.84115,0,,0.22866,0.44797,21.33172,1.00736,1,0.6167,0.42389,20.69663,1.00643,1,0,0,11
s20,intro.bmp,2,492,8083.19,8.08319,57111500952,597.58592,444.37248,0.58358,0.57861,7.71999,0.3632,23,1,0.48952,0.57601,1,0.67188,0.84115,0,,0.22555,0.45215,21.31687,1.00736,1,0.61357,0.42557,20.50412,1.00643,1,0,0,11
s20,intro.bmp,2,493,8098.07,8.09807,57111538612,594.03264,444.68736,0.58011,0.57902,7.71999,0.37808,23,1,0.50034,0.58834,1,0.67188,0.84115,0,,0.22399,0.45355,21.18038,1.00304,1,0.61176,0.42546,20.39588,1.00211,1,0,0,11
s20,intro.bmp,2,497,8163.3,8.1633,57111703730,505.25184,452.47488,0.49341,0.58916,8.11453,0.04877,24,1,0.4765,0.58904,1,0.67188,0.84115,0,,0.22033,0.46024,21.38714,0.99872,1,0.6069,0.42677,20.66059,0.99779,1,0,0,11
s20,intro.bmp,2,498,8179.89,8.17989,57111745745,507.5456,448.05888,0.49565,0.58341,8.11453,0.06536,24,1,0.50463,0.56041,1,0.67188,0.84115,0,,0.21998,0.4622,21.16271,0.9944,1,0.60593,0.42625,20.47078,0.99347,1,0,0,11
s20,intro.bmp,2,499,8196.44,8.19644,57111787609,501.52448,450.90048,0.48977,0.58711,8.11453,0.0819,24,1,0.46036,0.60562,1,0.67188,0.84115,0,,0.22092,0.46368,20.89368,0.9944,1,0.60634,0.42712,20.34976,0.99347,1,0,0,11
s20,intro.bmp,2,500,8213.17,8.21317,57111829985,497.13152,452.68992,0.48548,0.58944,8.11453,0.09864,24,1,0.45977,0.60339,1,0.67188,0.84115,0,,0.221,0.46371,20.9918,0.99878,1,0.60672,0.4275,20.59469,1.00217,1,0,0,11
s20,intro.bmp,2,501,8229.51,8.22951,57111871331,498.13504,449.57184,0.48646,0.58538,8.11453,0.11497,24,1,0.49329,0.55696,1,0.67188,0.84115,0,,0.22204,0.46684,20.86421,1.00748,1,0.60708,0.43002,20.57397,1.01088,1,0,0,11
s20,intro.bmp,2,502,8245.78,8.24578,57111912534,499.89632,447.6288,0.48818,0.58285,8.11453,0.13125,24,1,0.50198,0.56262,1,0.67188,0.84115,0,,0.22269,0.46898,20.33265,1.01187,1,0.60719,0.43271,20.42533,1.01526,1,0,0,11
s20,intro.bmp,2,503,8262.72,8.26272,57111955393,501.27872,446.016,0.48953,0.58075,8.11453,0.14819,24,1,0.5016,0.56186,1,0.67188,0.84115,0,,0.22265,0.46898,20.37181,1.01625,1,0.60768,0.43317,20.34758,1.01532,1,0,0,11
s20,intro.bmp,2,504,8278.38,8.27838,57111995048,499.48672,441.70752,0.48778,0.57514,8.11453,0.16385,24,1,0.47035,0.51904,1,0.67188,0.84115,0,,0.23185,0.4639,19.78601,1.01631,1,0.61573,0.43101,20.49769,1.01538,1,0,0,11
s20,intro.bmp,2,505,8301.55,8.30155,57112053687,502.07744,440.832,0.49031,0.574,8.11453,0.18701,24,1,0.51814,0.56151,1,0.67188,0.84115,0,,0.2374,0.45952,19.09303,1.02069,1,0.62081,0.42764,20.12163,1.01977,1,0,0,11
s20,intro.bmp,2,506,8311.39,8.31139,57112078604,504.24832,440.00256,0.49243,0.57292,8.11453,0.19685,24,1,0.51788,0.55994,1,0.67188,0.84115,0,,0.23665,0.4596,20.02573,1.02508,1,0.6215,0.42686,20.36265,1.02415,1,0,0,11
s20,intro.bmp,2,507,8327.94,8.32794,57112120504,504.86272,425.78688,0.49303,0.55441,8.11453,0.21341,24,1,0.50079,0.31379,1,0.67188,0.84115,0,,0.24657,0.43993,19.43903,1.02946,1,0.62851,0.40836,19.05543,1.02415,1,0,0,11
s20,intro.bmp,2,508,8344.77,8.34477,57112163092,506.08128,412.9152,0.49422,0.53765,8.11453,0.23023,24,1,0.51093,0.30298,1,0.67188,0.84115,0,,0.2475,0.44021,19.94499,1.02514,1,0.62935,0.40989,19.51345,1.01983,1,0,0,11
s20,intro.bmp,2,509,8360.38,8.36038,57112202599,507.17696,401.71008,0.49529,0.52306,8.11453,0.24584,24,1,0.51129,0.30416,1,0.67188,0.84115,0,,0.24681,0.44063,19.92144,1.02082,1,0.62942,0.40929,18.72804,1.01983,1,0,0,11
s20,intro.bmp,2,516,8475.42,8.47542,57112493819,523.07968,245.97504,0.51082,0.32028,8.42661,0.04881,25,1,0.52339,0.35,1,0.67188,0.84115,0,,0.24689,0.4332,21.29096,1.02063,1,0.63069,0.40289,20.15821,1.01964,1,0,0,11
s20,intro.bmp,2,517,8492.36,8.49236,57112536704,522.3424,243.01824,0.5101,0.31643,8.42661,0.06575,25,1,0.50719,0.30102,1,0.67188,0.84115,0,,0.24596,0.43544,21.30415,1.02063,1,0.63012,0.40506,20.2883,1.01964,1,0,0,11
s20,intro.bmp,2,518,8508.59,8.50859,57112577805,521.84064,241.04448,0.50961,0.31386,8.42661,0.08199,25,1,0.50719,0.30102,1,0.67188,0.84115,0,,0.24586,0.43547,21.28629,1.02063,1,0.6299,0.40555,20.31887,1.01964,1,0,0,11
s20,intro.bmp,2,519,8525.11,8.52511,57112619614,522.14784,241.5744,0.50991,0.31455,8.42661,0.0985,25,1,0.51168,0.31867,1,0.67188,0.84115,0,,0.24617,0.43475,21.63224,1.02063,1,0.63087,0.40516,20.32759,1.02403,1,0,0,11
s20,intro.bmp,2,520,8541.69,8.54169,57112661587,523.85792,244.83072,0.51158,0.31879,8.42661,0.11508,25,1,0.52329,0.34852,1,0.67188,0.84115,0,,0.24515,0.43226,21.73996,1.02934,1,0.63028,0.40293,20.25961,1.03273,1,0,0,11
s20,intro.bmp,2,521,8558,8.558,57112702876,525.13792,246.9504,0.51283,0.32155,8.42661,0.13139,25,1,0.52284,0.34357,1,0.67188,0.84115,0,,0.2452,0.4318,21.95426,1.03804,1,0.63028,0.4021,20.19185,1.04143,1,0,0,11
s20,intro.bmp,2,522,8575.2,8.5752,57112746425,522.31168,250.89024,0.51007,0.32668,8.42661,0.1486,25,1,0.48523,0.3729,1,0.67188,0.84115,0,,0.24885,0.42893,21.89359,1.04674,1,0.63505,0.39919,19.43367,1.04576,1,0,0,11
s20,intro.bmp,2,523,8590.54,8.59054,57112785250,518.99392,250.70592,0.50683,0.32644,8.42661,0.16393,25,1,0.47445,0.32399,1,0.67188,0.84115,0,,0.25206,0.43387,22.0525,1.04674,1,0.63805,0.40506,19.90015,1.04576,1,0,0,11
s20,intro.bmp,2,524,8607.92,8.60792,57112829231,516.27008,250.79808,0.50417,0.32656,8.42661,0.18131,25,1,0.47489,0.32795,1,0.67188,0.84115,0,,0.25216,0.43404,21.76191,1.04236,1,0.63832,0.40591,20.07156,1.03705,1,0,0,11
s20,intro.bmp,2,525,8625.16,8.62516,57112872877,515.04128,250.99008,0.50297,0.32681,8.42661,0.19855,25,1,0.48853,0.32981,1,0.67188,0.84115,0,,0.25326,0.43612,21.9224,1.03366,1,0.63976,0.40825,20.24916,1.02835,1,0,0,11
s20,intro.bmp,2,526,8640,8.64,57112910442,514.80576,251.08992,0.50274,0.32694,8.42661,0.21339,25,1,0.49974,0.32858,1,0.67188,0.84115,0,,0.25332,0.43767,22.06601,1.02495,1,0.63989,0.41035,20.30453,1.01964,1,0,0,11
s20,intro.bmp,2,527,8656.24,8.65624,57112951558,514.64192,251.3664,0.50258,0.3273,8.42661,0.22964,25,1,0.50037,0.33235,1,0.67188,0.84115,0,,0.25341,0.43808,21.90233,1.01625,1,0.6401,0.411,19.90551,1.01526,1,0,0,11
s20,intro.bmp,2,528,8673.23,8.67323,57112994582,515.33824,252.48,0.50326,0.32875,8.42661,0.24663,25,1,0.51342,0.35051,1,0.67188,0.84115,0,,0.25691,0.43985,21.59913,1.01187,1,0.64357,0.41415,20.17609,1.01088,1,0,0,11
s20,intro.bmp,2,529,8689.03,8.68903,57113034557,514.39616,254.02368,0.50234,0.33076,8.42661,0.26242,25,1,0.48765,0.36294,1,0.67188,0.84115,0,,0.25891,0.437,21.53955,1.00748,1,0.64587,0.41163,19.73508,1.0065,1,0,0,11
s20,intro.bmp,2,530,8705.86,8.70586,57113077157,513.55648,255.32928,0.50152,0.33246,8.42661,0.27925,25,1,0.4876,0.36136,1,0.67188,0.84115,0,,0.25933,0.4364,22.14295,1.00748,1,0.64624,0.41148,20.09879,1.01143,1,0,0,11
s20,intro.bmp,2,531,8722.25,8.72225,57113118633,513.19808,256.51968,0.50117,0.33401,8.42661,0.29564,25,1,0.49479,0.36197,1,0.67188,0.84115,0,,0.26421,0.43379,21.89724,1.01242,1,0.65098,0.40901,19.92944,1.02075,1,0,0,11
s20,intro.bmp,2,532,8738.91,8.73891,57113160815,512.50176,256.05888,0.50049,0.33341,8.42661,0.3123,25,1,0.48755,0.322,1,0.67188,0.84115,0,,0.26641,0.433,21.77767,1.02606,1,0.65277,0.4091,19.62055,1.0344,1,0,0,11
s20,intro.bmp,2,533,8754.87,8.75487,57113201222,511.82592,255.50592,0.49983,0.33269,8.42661,0.32826,25,1,0.48672,0.31817,1,0.67188,0.84115,0,,0.26666,0.4331,21.69556,1.03532,1,0.65288,0.40958,19.86166,1.03872,1,0,0,11
s20,intro.bmp,2,534,8771.53,8.77153,57113243397,511.39584,255.46752,0.49941,0.33264,8.42661,0.34492,25,1,0.4906,0.33153,1,0.67188,0.84115,0,,0.26596,0.43834,22.12441,1.03964,1,0.65206,0.41523,19.97132,1.04304,1,0,0,11
s20,intro.bmp,2,535,8788,8.788,57113285092,512.62464,255.52896,0.50061,0.33272,8.42661,0.3614,25,1,0.52706,0.33464,1,0.67188,0.84115,0,,0.26631,0.44014,22.01392,1.03964,1,0.6522,0.41774,20.25822,1.04304,1,0,0,11
s20,intro.bmp,2,536,8804.48,8.80448,57113326818,513.75104,255.63648,0.50171,0.33286,8.42661,0.37788,25,1,0.52702,0.33598,1,0.67188,0.84115,0,,0.26635,0.44014,22.0134,1.03964,1,0.65229,0.418,20.21294,1.03872,1,0,0,11
s20,intro.bmp,2,537,8821.01,8.82101,57113368644,512.47104,252.50304,0.50046,0.32878,8.42661,0.3944,25,1,0.47031,0.23099,1,0.67188,0.84115,0,,0.26929,0.43335,21.54704,1.03532,1,0.65453,0.41169,19.74646,1.03001,1,0,0,11
s20,intro.bmp,2,538,8837.21,8.83721,57113409652,510.8224,249.39264,0.49885,0.32473,8.42661,0.4106,25,1,0.45867,0.2233,1,0.67188,0.84115,0,,0.27158,0.42763,20.60482,1.02168,1,0.65674,0.40705,19.25776,1.01637,1,0,0,11
s20,intro.bmp,2,539,8853.36,8.85336,57113450550,509.36832,246.80448,0.49743,0.32136,8.42661,0.42676,25,1,0.46056,0.23388,1,0.67188,0.84115,0,,0.2719,0.42835,21.8909,1.00417,1,0.6572,0.40704,20.23658,1.00318,1,0,0,11
s20,intro.bmp,2,540,8870.06,8.87006,57113492809,508.40576,245.32224,0.49649,0.31943,8.42661,0.44345,25,1,0.471,0.26719,1,0.67188,0.84115,0,,0.27465,0.42514,21.586,0.99098,1,0.65976,0.4048,20.43335,0.99438,1,0,0,11
s20,intro.bmp,2,541,8886.61,8.88661,57113534694,507.76064,244.00896,0.49586,0.31772,8.42661,0.46,25,1,0.47828,0.26995,1,0.67188,0.84115,0,,0.27463,0.42884,21.91372,0.98712,1,0.65992,0.40849,20.27495,0.99051,1,0,0,11
s20,intro.bmp,2,545,8956,8.956,57113710365,488.99072,181.61664,0.47753,0.23648,8.92226,0.03374,26,1,0.46769,0.21252,1,0.67188,0.84115,0,,0.27374,0.43715,21.79376,1.04313,1,0.65957,0.41739,20.67366,1.04653,1,0,0,11
s20,intro.bmp,2,546,8968.65,8.96865,57113742391,485.70368,182.54592,0.47432,0.23769,8.92226,0.04639,26,1,0.4615,0.24254,1,0.67188,0.84115,0,,0.27679,0.429,21.73452,1.05183,1,0.66293,0.40908,20.13372,1.0591,1,0,0,11
s20,intro.bmp,2,547,8988.36,8.98836,57113792285,487.60832,178.03776,0.47618,0.23182,8.92226,0.0661,26,1,0.48547,0.2025,1,0.67188,0.84115,0,,0.27869,0.42579,21.40918,1.06008,1,0.66428,0.40635,19.70938,1.06735,1,0,0,11
s20,intro.bmp,2,548,9001.6,9.0016,57113825802,488.8576,174.38208,0.4774,0.22706,8.92226,0.07935,26,1,0.48472,0.19849,1,0.67188,0.84115,0,,0.27848,0.42612,21.79266,1.06833,1,0.66452,0.40684,20.85568,1.07128,1,0,0,11
s20,intro.bmp,2,549,9017.58,9.01758,57113866248,488.23296,171.87072,0.47679,0.22379,8.92226,0.09532,26,1,0.47252,0.20088,1,0.67188,0.84115,0,,0.27806,0.42894,22.05856,1.07226,1,0.6642,0.40975,20.95398,1.06195,1,0,0,11
s20,intro.bmp,2,550,9034.3,9.0343,57113908566,488.18176,168.4992,0.47674,0.2194,8.92226,0.11204,26,1,0.47634,0.18426,1,0.67188,0.84115,0,,0.27692,0.43363,21.89527,1.05799,1,0.66322,0.41455,20.76894,1.04768,1,0,0,11
s20,intro.bmp,2,551,9050.47,9.05047,57113949498,488.27392,166.45632,0.47683,0.21674,8.92226,0.12821,26,1,0.4776,0.1928,1,0.67188,0.84115,0,,0.27692,0.43419,21.78137,1.04373,1,0.663,0.41538,20.94129,1.03773,1,0,0,11
s20,intro.bmp,2,552,9067.93,9.06793,57113993691,490.02496,167.76192,0.47854,0.21844,8.92226,0.14567,26,1,0.49564,0.23544,1,0.67188,0.84115,0,,0.2764,0.43639,21.85611,1.03378,1,0.66264,0.41785,21.1241,1.03279,1,0,0,11
s20,intro.bmp,2,553,9083.79,9.08379,57114033840,491.32544,170.31936,0.47981,0.22177,8.92226,0.16153,26,1,0.49383,0.25841,1,0.67188,0.84115,0,,0.27696,0.434,21.9978,1.03378,1,0.66322,0.41544,21.12112,1.03279,1,0,0,11
s20,intro.bmp,2,554,9099.96,9.09996,57114074797,492.45184,172.74624,0.48091,0.22493,8.92226,0.1777,26,1,0.49408,0.26286,1,0.67188,0.84115,0,,0.27707,0.43355,21.91598,1.0294,1,0.66345,0.41463,21.2363,1.02409,1,0,0,11
s20,intro.bmp,2,555,9117.05,9.11705,57114118045,491.3152,175.36512,0.4798,0.22834,8.92226,0.19479,26,1,0.46537,0.27269,1,0.67188,0.84115,0,,0.27978,0.42714,21.77684,1.02069,1,0.66653,0.40852,20.58403,1.01538,1,0,0,11
s20,intro.bmp,2,556,9132.84,9.13284,57114158021,491.60192,176.04096,0.48008,0.22922,8.92226,0.21059,26,1,0.48406,0.24154,1,0.67188,0.84115,0,,0.27994,0.42683,21.58941,1.01631,1,0.66664,0.40743,20.15377,1.011,1,0,0,11
s20,intro.bmp,2,557,9149.42,9.14942,57114199987,491.88864,176.69376,0.48036,0.23007,8.92226,0.22716,26,1,0.48443,0.24286,1,0.67188,0.84115,0,,0.27994,0.42683,21.58941,1.01193,1,0.66642,0.4082,21.12011,1.01094,1,0,0,11
s20,intro.bmp,2,558,9165.93,9.16593,57114241797,493.7728,178.04544,0.4822,0.23183,8.92226,0.24368,26,1,0.51168,0.25988,1,0.67188,0.84115,0,,0.27775,0.43136,21.89593,1.01187,1,0.66433,0.41285,21.04268,1.01088,1,0,0,11
s20,intro.bmp,2,559,9182.34,9.18234,57114283340,496.16896,179.14368,0.48454,0.23326,8.92226,0.26009,26,1,0.52426,0.25769,1,0.67188,0.84115,0,,0.2769,0.43466,21.96094,1.00748,1,0.66359,0.41573,20.99448,1.0065,1,0,0,11
s20,intro.bmp,2,560,9198.75,9.19875,57114324849,498.30912,180.1344,0.48663,0.23455,8.92226,0.27649,26,1,0.52426,0.25769,1,0.67188,0.84115,0,,0.27671,0.43483,21.64716,1.00748,1,0.66348,0.41656,21.10208,1.0065,1,0,0,11
s20,intro.bmp,2,561,9215.03,9.21503,57114366066,499.97824,180.1728,0.48826,0.2346,8.92226,0.29277,26,1,0.5193,0.23553,1,0.67188,0.84115,0,,0.27619,0.43435,21.96318,1.00748,1,0.66311,0.41595,21.07569,1.01088,1,0,0,11
s20,intro.bmp,2,562,9243.71,9.24371,57114438664,500.1216,181.3632,0.4884,0.23615,8.92226,0.32145,26,1,0.4913,0.2673,1,0.67188,0.84115,0,,0.27739,0.43123,21.7256,1.01619,1,0.66438,0.41244,20.78272,1.01958,1,0,0,11
s20,intro.bmp,2,563,9256.52,9.25652,57114471097,500.24448,182.40768,0.48852,0.23751,8.92226,0.33426,26,1,0.49091,0.26605,1,0.67188,0.84115,0,,0.27757,0.431,21.82625,1.02051,1,0.66433,0.41227,21.31546,1.01958,1,0,0,11
s20,intro.bmp,2,564,9263.96,9.26396,57114489944,500.46976,187.00032,0.48874,0.24349,8.92226,0.34171,26,1,0.49363,0.37491,1,0.67188,0.84115,0,,0.27872,0.43283,22.00907,1.02051,1,0.66446,0.41414,21.6437,1.01958,1,0,0,11
s20,intro.bmp,2,571,9380.28,9.38028,57114784393,481.56672,350.6688,0.47028,0.4566,9.32991,0.05037,27,1,0.47325,0.46806,1,0.67188,0.84115,0,,0.27596,0.43862,21.92063,1.01619,1,0.66237,0.42034,21.42506,1.01958,1,0,0,11
s20,intro.bmp,2,572,9395.94,9.39594,57114824038,482.08896,352.27392,0.47079,0.45869,9.32991,0.06603,27,1,0.47284,0.46706,1,0.67188,0.84115,0,,0.27606,0.43826,22.0848,1.02051,1,0.66265,0.41938,21.63987,1.01958,1,0,0,11
s20,intro.bmp,2,573,9412.09,9.41209,57114864913,481.60768,347.98848,0.47032,0.45311,9.32991,0.08218,27,1,0.46796,0.42521,1,0.67188,0.84115,0,,0.27601,0.43644,21.50162,1.02051,1,0.66253,0.41808,21.53307,1.01958,1,0,0,11
s20,intro.bmp,2,574,9428.77,9.42877,57114907130,483.7376,349.8624,0.4724,0.45555,9.32991,0.09885,27,1,0.48489,0.47019,1,0.67188,0.84115,0,,0.27498,0.43912,22.104,1.01619,1,0.6617,0.42058,21.6479,1.01526,1,0,0,11
s20,intro.bmp,2,575,9444.96,9.44496,57114948132,485.38624,351.35232,0.47401,0.45749,9.32991,0.11505,27,1,0.48527,0.47107,1,0.67188,0.84115,0,,0.27476,0.43948,21.51738,1.01187,1,0.66135,0.42123,21.73523,1.01526,1,0,0,11
s20,intro.bmp,2,576,9462.09,9.46209,57114991481,486.81984,352.90368,0.47541,0.45951,9.32991,0.13218,27,1,0.48657,0.47566,1,0.67188,0.84115,0,,0.27349,0.44349,21.70731,1.01187,1,0.66026,0.42508,21.71663,1.01088,1,0,0,11
s20,intro.bmp,2,577,9477.59,9.47759,57115030708,486.93248,350.52288,0.47552,0.45641,9.32991,0.14767,27,1,0.47652,0.42854,1,0.67188,0.84115,0,,0.27369,0.4429,22.34148,1.00748,1,0.66025,0.42427,21.91826,1.0065,1,0,0,11
s20,intro.bmp,2,578,9494.59,9.49459,57115073760,487.02464,348.57984,0.47561,0.45388,9.32991,0.16468,27,1,0.47652,0.42854,1,0.67188,0.84115,0,,0.2737,0.44286,22.34453,1.00748,1,0.6604,0.42383,21.57891,1.0065,1,0,0,11
s20,intro.bmp,2,579,9510.59,9.51059,57115114262,486.57408,349.3632,0.47517,0.4549,9.32991,0.18068,27,1,0.47033,0.46619,1,0.67188,0.84115,0,,0.27469,0.4372,21.453,1.00748,1,0.66124,0.41895,21.62008,1.01088,1,0,0,11
s20,intro.bmp,2,580,9527.22,9.52722,57115156364,487.08608,349.45536,0.47567,0.45502,9.32991,0.19731,27,1,0.48165,0.45635,1,0.67188,0.84115,0,,0.2748,0.43572,21.83132,1.01619,1,0.66133,0.41727,21.53096,1.01958,1,0,0,11
s20,intro.bmp,2,581,9543.56,9.54356,57115197711,487.46496,349.30176,0.47604,0.45482,9.32991,0.21365,27,1,0.48085,0.45226,1,0.67188,0.84115,0,,0.27488,0.43551,21.9319,1.02489,1,0.66129,0.41693,21.72273,1.02829,1,0,0,11
s20,intro.bmp,2,582,9564.65,9.56465,57115251103,487.87456,349.33248,0.47644,0.45486,9.32991,0.23474,27,1,0.48206,0.45543,1,0.67188,0.84115,0,,0.27355,0.43759,21.9319,1.03359,1,0.66019,0.41887,21.73079,1.03699,1,0,0,11
s20,intro.bmp,2,583,9576.08,9.57608,57115280042,485.56032,348.95616,0.47418,0.45437,9.32991,0.24617,27,1,0.44026,0.44709,1,0.67188,0.84115,0,,0.27283,0.43978,22.01981,1.03798,1,0.65947,0.42103,21.72762,1.04137,1,0,0,11
s20,intro.bmp,2,584,9593.47,9.59347,57115324050,483.52256,348.672,0.47219,0.454,9.32991,0.26356,27,1,0.44039,0.4481,1,0.67188,0.84115,0,,0.27266,0.44017,21.8257,1.03798,1,0.6593,0.42173,21.70883,1.03705,1,0,0,11
s20,intro.bmp,2,585,9609.47,9.60947,57115364544,482.60096,348.83328,0.47129,0.45421,9.32991,0.27956,27,1,0.45592,0.45776,1,0.67188,0.84115,0,,0.27261,0.44105,21.71443,1.03366,1,0.65906,0.42281,21.49845,1.02835,1,0,0,11
s20,intro.bmp,2,586,9625.76,9.62576,57115405801,481.06496,347.80416,0.46979,0.45287,9.32991,0.29585,27,1,0.44291,0.4286,1,0.67188,0.84115,0,,0.27292,0.44013,21.83665,1.02495,1,0.65951,0.42208,21.44666,1.01964,1,0,0,11
s20,intro.bmp,2,587,9642.4,9.6424,57115447929,479.71328,346.9056,0.46847,0.4517,9.32991,0.31249,27,1,0.44338,0.42962,1,0.67188,0.84115,0,,0.27293,0.44011,21.86639,1.02063,1,0.65969,0.42143,21.53263,1.01964,1,0,0,11
s20,intro.bmp,2,588,9658.5,9.6585,57115488677,478.50496,345.99936,0.46729,0.45052,9.32991,0.32859,27,1,0.44357,0.42692,1,0.67188,0.84115,0,,0.27332,0.4361,21.56564,1.02063,1,0.65968,0.41769,21.06697,1.01964,1,0,0,11
s20,intro.bmp,2,589,9676.22,9.67622,57115533519,476.83584,344.35584,0.46566,0.44838,9.32991,0.34631,27,1,0.43142,0.40338,1,0.67188,0.84115,0,,0.27268,0.43592,21.65564,1.02063,1,0.65905,0.41745,21.04278,1.01964,1,0,0,11
s20,intro.bmp,2,590,9691.38,9.69138,57115571903,475.31008,342.85056,0.46417,0.44642,9.32991,0.36147,27,1,0.43142,0.40338,1,0.67188,0.84115,0,,0.27263,0.4359,21.63206,1.02063,1,0.65894,0.41708,21.24236,1.01964,1,0,0,11
s20,intro.bmp,2,591,9707.86,9.70786,57115613635,473.50784,341.53728,0.46241,0.44471,9.32991,0.37795,27,1,0.42198,0.4053,1,0.67188,0.84115,0,,0.27153,0.43901,21.95328,1.02063,1,0.65812,0.41985,20.96472,1.02403,1,0,0,11
s20,intro.bmp,2,592,9724.56,9.72456,57115655916,475.04384,340.52352,0.46391,0.44339,9.32991,0.39465,27,1,0.49992,0.41163,1,0.67188,0.84115,0,,0.27113,0.43997,21.50093,1.02934,1,0.65772,0.42093,20.83258,1.03273,1,0,0,11
s20,intro.bmp,2,593,9740.82,9.74082,57115697074,476.44672,339.55584,0.46528,0.44213,9.32991,0.41091,27,1,0.49956,0.41064,1,0.67188,0.84115,0,,0.27107,0.44008,21.45506,1.03366,1,0.65737,0.42125,20.83723,1.03273,1,0,0,11
s20,intro.bmp,2,594,9759.13,9.75913,57115743424,475.0336,339.31008,0.4639,0.44181,9.32991,0.42922,27,1,0.42804,0.43357,1,0.67188,0.84115,0,,0.27156,0.44045,21.48751,1.03366,1,0.65802,0.42114,20.71747,1.02835,1,0,0,11
s20,intro.bmp,2,595,9774.39,9.77439,57115782046,474.73664,339.456,0.46361,0.442,9.32991,0.44448,27,1,0.45584,0.44706,1,0.67188,0.84115,0,,0.27191,0.43909,21.18191,1.02495,1,0.65832,0.42,20.50914,1.01964,1,0,0,11
s20,intro.bmp,2,596,9789.67,9.78967,57115820704,474.48064,339.61728,0.46336,0.44221,9.32991,0.45975,27,1,0.45628,0.44799,1,0.67188,0.84115,0,,0.27207,0.43882,21.34072,1.02063,1,0.65838,0.41927,20.57349,1.01964,1,0,0,11
s20,intro.bmp,2,597,9806.02,9.80602,57115862093,474.74688,339.73248,0.46362,0.44236,9.32991,0.4761,27,1,0.4711,0.44677,1,0.67188,0.84115,0,,0.2722,0.4365,21.20518,1.02063,1,0.65865,0.4176,20.51654,1.01964,1,0,0,11
s20,intro.bmp,2,598,9822.53,9.82253,57115903886,474.64448,339.48672,0.46352,0.44204,9.32991,0.49261,27,1,0.46038,0.43252,1,0.67188,0.84115,0,,0.27229,0.43729,21.08269,1.02063,1,0.65887,0.41845,20.29332,1.01964,1,0,0,11
s20,intro.bmp,2,599,9839.63,9.83963,57115947181,474.55232,339.31008,0.46343,0.44181,9.32991,0.50972,27,1,0.46087,0.43469,1,0.67188,0.84115,0,,0.27249,0.4374,21.16346,1.01625,1,0.65893,0.41865,20.28601,1.01526,1,0,0,11
s20,intro.bmp,2,600,9855.75,9.85575,57115987987,474.73664,339.0336,0.46361,0.44145,9.32991,0.52584,27,1,0.46939,0.42996,1,0.67188,0.84115,0,,0.27325,0.43865,20.93312,1.01187,1,0.65989,0.42029,20.27756,1.01526,1,0,0,11
s20,intro.bmp,2,601,9871.86,9.87186,57116028767,473.62048,338.88768,0.46252,0.44126,9.32991,0.54195,27,1,0.42636,0.43484,1,0.67188,0.84115,0,,0.27361,0.43859,20.93841,1.01619,1,0.6602,0.42013,20.31033,1.01958,1,0,0,11
