Subject_ID,Slide_Image,Event,CNT,Time,TIME(2016/06/23 15:20:38.225),TIMETICK(f=2531445),FPOGX,FOGY,Xpos,Ypos,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN
s32,1.bmp,4,1942,31918.86,31.91886,23865822019,518.89152,499.86048,0.50673,0.65086,31.62257,0.2963,77,1,0.52919,0.62483,1,0.55078,0.53385,0,,0.27477,0.69005,16.89941,0.90033,1,0.61428,0.66104,16.68204,0.90329,1,0,0,12
s32,1.bmp,4,1943,31934.28,31.93428,23865861043,520.81664,500.09088,0.50861,0.65116,31.62257,0.31171,77,1,0.54438,0.65684,1,0.55371,0.54427,0,,0.27431,0.68919,16.78571,0.90033,1,0.61345,0.65994,16.65008,0.90329,1,0,0,12
s32,1.bmp,4,1944,31950.7,31.9507,23865902610,522.53696,500.22912,0.51029,0.65134,31.62257,0.32813,77,1,0.54395,0.65496,1,0.55371,0.54427,0,,0.27419,0.6888,16.74837,0.90446,1,0.61348,0.65991,16.43768,0.90362,1,0,0,12
s32,1.bmp,4,1945,31967.31,31.96731,23865944671,523.93984,500.85888,0.51166,0.65216,31.62257,0.34475,77,1,0.54045,0.66928,1,0.55469,0.5625,0,,0.27358,0.6867,16.55768,0.90479,1,0.6127,0.65692,15.81286,0.89983,1,0,0,12
s32,1.bmp,4,1946,31984.63,31.98463,23865988526,524.26752,499.36128,0.51198,0.65021,31.62257,0.36207,77,1,0.51891,0.60741,1,0.55469,0.5625,0,,0.27381,0.68398,16.10922,0.90099,1,0.61245,0.65555,15.60739,0.89603,1,0,0,12
s32,1.bmp,4,1947,32000.33,32.00033,23866028251,524.57472,498.048,0.51228,0.6485,31.62257,0.37776,77,1,0.51934,0.60909,1,0.55371,0.58333,0,,0.27324,0.68388,16.0214,0.89719,1,0.61281,0.65508,16.23425,0.89603,1,0,0,12
s32,1.bmp,4,1954,32115.52,32.11552,23866319853,636.17024,254.03136,0.62126,0.33077,32.06566,0.04987,78,1,0.65282,0.28216,1,0.54492,0.59766,0,,0.26727,0.65324,16.27739,0.92573,1,0.6046,0.62431,16.0409,0.92456,1,0,0,12
s32,1.bmp,4,1955,32131.75,32.13175,23866360935,636.672,258.14784,0.62175,0.33613,32.06566,0.06609,78,1,0.62373,0.35753,1,0.54492,0.59766,0,,0.26577,0.65141,16.61366,0.9216,1,0.60309,0.62184,16.31032,0.92043,1,0,0,12
s32,1.bmp,4,1956,32147.91,32.14791,23866401854,637.00992,260.88192,0.62208,0.33969,32.06566,0.08225,78,1,0.62373,0.35753,1,0.54199,0.60026,0,,0.26537,0.65019,16.27014,0.9216,1,0.60271,0.62084,16.03205,0.92043,1,0,0,12
s32,1.bmp,4,1957,32164.34,32.16434,23866443420,642.49856,259.00032,0.62744,0.33724,32.06566,0.09868,78,1,0.65959,0.32253,1,0.54199,0.60026,0,,0.26331,0.64832,16.74836,0.9216,1,0.6009,0.61836,15.92639,0.92043,1,0,0,12
s32,1.bmp,4,1958,32181.09,32.18109,23866485847,640,258.57792,0.625,0.33669,32.06566,0.11543,78,1,0.60787,0.33283,1,0.54102,0.60026,0,,0.26283,0.64738,16.81364,0.91726,1,0.6005,0.61793,15.79173,0.9161,1,0,0,12
s32,1.bmp,4,1959,32197.69,32.19769,23866527871,638.0032,258.68544,0.62305,0.33683,32.06566,0.13203,78,1,0.60751,0.33797,1,0.54102,0.60026,0,,0.26254,0.64722,16.61453,0.91292,1,0.60038,0.61752,15.75048,0.91176,1,0,0,12
s32,1.bmp,4,1960,32214.1,32.2141,23866569389,640.21504,259.94496,0.62521,0.33847,32.06566,0.14844,78,1,0.64461,0.35324,1,0.54102,0.60026,0,,0.26181,0.64779,16.6116,0.90858,1,0.6001,0.61857,16.02745,0.91155,1,0,0,12
s32,1.bmp,4,1961,32230.67,32.23067,23866611336,641.03424,261.696,0.62601,0.34075,32.06566,0.16501,78,1,0.634,0.36355,1,0.54102,0.60026,0,,0.26141,0.64813,16.41014,0.91271,1,0.60009,0.61912,15.68282,0.91567,1,0,0,12
s32,1.bmp,4,1962,32246.7,32.2467,23866651928,641.78176,262.98624,0.62674,0.34243,32.06566,0.18105,78,1,0.63476,0.3609,1,0.54102,0.60026,0,,0.26161,0.64824,16.22697,0.91271,1,0.60001,0.62031,16.21627,0.92001,1,0,0,12
s32,1.bmp,4,1963,32262.95,32.26295,23866693062,646.89152,265.42848,0.63173,0.34561,32.06566,0.19729,78,1,0.69169,0.38378,1,0.54102,0.60026,0,,0.26245,0.6504,15.79383,0.91705,1,0.60094,0.62343,15.91149,0.92022,1,0,0,12
s32,1.bmp,4,1964,32279.43,32.27943,23866734799,650.47552,265.9584,0.63523,0.3463,32.06566,0.21378,78,1,0.68069,0.35529,1,0.54102,0.60026,0,,0.26222,0.65076,16.24275,0.91726,1,0.60092,0.62355,15.98751,0.92043,1,0,0,12
s32,1.bmp,4,1965,32295.83,32.29583,23866776288,653.5168,266.5344,0.6382,0.34705,32.06566,0.23017,78,1,0.6798,0.3575,1,0.54102,0.60026,0,,0.26201,0.65151,16.42727,0.91747,1,0.60107,0.62396,15.78378,0.91631,1,0,0,12
s32,1.bmp,4,1966,32312.59,32.31259,23866818734,657.42848,270.5664,0.64202,0.3523,32.06566,0.24693,78,1,0.69931,0.43102,1,0.54102,0.60026,0,,0.26149,0.65073,16.08489,0.91334,1,0.60064,0.62294,16.11542,0.91218,1,0,0,12
s32,1.bmp,4,1967,32328.89,32.32889,23866859983,658.93376,273.08544,0.64349,0.35558,32.06566,0.26323,78,1,0.66706,0.40807,1,0.54102,0.60026,0,,0.26105,0.65027,16.12038,0.90922,1,0.6004,0.62229,16.31429,0.90805,1,0,0,12
s32,1.bmp,4,1968,32345.29,32.34529,23866901509,660.28544,275.42016,0.64481,0.35862,32.06566,0.27963,78,1,0.66724,0.41026,1,0.54102,0.60026,0,,0.2609,0.64983,16.15313,0.90509,1,0.60009,0.62157,15.77123,0.90827,1,0,0,12
s32,1.bmp,4,1969,32361.51,32.36151,23866942566,662.72256,277.72416,0.64719,0.36162,32.06566,0.29585,78,1,0.68999,0.41569,1,0.54004,0.60026,0,,0.26004,0.64859,16.41464,0.9053,1,0.59939,0.61997,16.12022,0.9126,1,0,0,12
s32,1.bmp,4,1970,32380.21,32.38021,23866989904,664.91392,278.10816,0.64933,0.36212,32.06566,0.31455,78,1,0.68989,0.37154,1,0.54004,0.60026,0,,0.25957,0.64788,16.63357,0.9053,1,0.59905,0.61898,16.49488,0.9126,1,0,0,12
s32,1.bmp,4,1974,32443.87,32.44387,23867151052,680.22272,317.6832,0.66428,0.41365,32.39433,0.04954,79,1,0.65483,0.43387,1,0.54492,0.57682,0,,0.25964,0.64158,16.08787,0.90096,1,0.59889,0.6124,17.02697,0.90393,1,0,0,12
s32,1.bmp,4,1975,32460.3,32.4603,23867192625,681.48224,311.40096,0.66551,0.40547,32.39433,0.06596,79,1,0.67045,0.37275,1,0.5459,0.56901,0,,0.25954,0.63937,16.70678,0.90096,1,0.59916,0.60949,16.85447,0.90393,1,0,0,12
s32,1.bmp,4,1976,32476.46,32.47646,23867233558,679.22944,315.64032,0.66331,0.41099,32.39433,0.08213,79,1,0.65231,0.43862,1,0.5459,0.56901,0,,0.2595,0.63833,16.68707,0.89662,1,0.59905,0.60799,16.4304,0.89959,1,0,0,12
s32,1.bmp,4,1977,32493.02,32.49302,23867275465,677.53984,319.19616,0.66166,0.41562,32.39433,0.09869,79,1,0.65173,0.44339,1,0.54688,0.5638,0,,0.25942,0.6373,16.3761,0.89229,1,0.5992,0.60737,16.88555,0.89525,1,0,0,12
s32,1.bmp,4,1978,32509.65,32.50965,23867317568,682.82368,322.99008,0.66682,0.42056,32.39433,0.11532,79,1,0.70296,0.45515,1,0.54688,0.5638,0,,0.25894,0.63608,16.95619,0.88795,1,0.59879,0.60533,16.75967,0.89091,1,0,0,12
s32,1.bmp,4,1979,32526.08,32.52608,23867359156,686.6944,322.19904,0.6706,0.41953,32.39433,0.13174,79,1,0.70088,0.41122,1,0.54688,0.5625,0,,0.25858,0.6354,16.93891,0.88795,1,0.59846,0.60432,16.59095,0.89091,1,0,0,12
s32,1.bmp,4,1980,32542.24,32.54224,23867400063,689.79712,321.55392,0.67363,0.41869,32.39433,0.1479,79,1,0.70088,0.41122,1,0.54688,0.5625,0,,0.25847,0.6347,16.51724,0.88795,1,0.59851,0.60368,16.98087,0.89091,1,0,0,12
s32,1.bmp,4,1981,32558.91,32.55891,23867442263,688.4864,324.34176,0.67235,0.42232,32.39433,0.16457,79,1,0.65958,0.45856,1,0.54688,0.5625,0,,0.25797,0.63399,16.88701,0.88795,1,0.59784,0.60232,16.54714,0.89091,1,0,0,12
s32,1.bmp,4,1982,32575.4,32.5754,23867484012,690.01216,325.22496,0.67384,0.42347,32.39433,0.18107,79,1,0.69019,0.43616,1,0.54688,0.5625,0,,0.25777,0.63324,16.59008,0.88795,1,0.59789,0.60218,17.28776,0.89091,1,0,0,12
s32,1.bmp,4,1983,32591.79,32.59179,23867525500,691.3536,325.70112,0.67515,0.42409,32.39433,0.19746,79,1,0.69092,0.43154,1,0.54688,0.5625,0,,0.25772,0.63293,16.66784,0.89207,1,0.59756,0.60135,17.31444,0.89504,1,0,0,12
s32,1.bmp,4,1984,32608.29,32.60829,23867567277,693.32992,324.52608,0.67708,0.42256,32.39433,0.21396,79,1,0.70211,0.40267,1,0.54688,0.5625,0,,0.25689,0.63094,17.04441,0.8962,1,0.59739,0.59884,17.25769,0.89916,1,0,0,12
s32,1.bmp,4,1985,32624.64,32.62464,23867608668,692.51072,323.30496,0.67628,0.42097,32.39433,0.23031,79,1,0.66513,0.3987,1,0.54688,0.5612,0,,0.25644,0.62932,17.36067,0.90033,1,0.59677,0.59708,17.05497,0.90329,1,0,0,12
s32,1.bmp,4,1986,32640.93,32.64093,23867649903,691.88608,321.7536,0.67567,0.41895,32.39433,0.2466,79,1,0.66645,0.38859,1,0.5459,0.5625,0,,0.2566,0.62852,16.87951,0.90922,1,0.59666,0.5969,18.05598,0.91218,1,0,0,12
s32,1.bmp,4,1987,32662.67,32.66267,23867704922,692.44928,320.43264,0.67622,0.41723,32.39433,0.26833,79,1,0.6851,0.38979,1,0.5459,0.5625,0,,0.25541,0.6266,16.85285,0.91811,1,0.5958,0.59306,17.91252,0.92107,1,0,0,12
s32,1.bmp,4,1988,32673.54,32.67354,23867732439,693.88288,318.05184,0.67762,0.41413,32.39433,0.27921,79,1,0.7014,0.36144,1,0.54492,0.5651,0,,0.25474,0.62644,17.15392,0.927,1,0.59498,0.59189,17.66034,0.92996,1,0,0,12
s32,1.bmp,4,1989,32692.21,32.69221,23867779707,695.16288,315.92448,0.67887,0.41136,32.39433,0.29787,79,1,0.7014,0.36144,1,0.54492,0.5651,0,,0.25462,0.6264,17.37282,0.927,1,0.59492,0.59187,18.25904,0.92996,1,0,0,12
s32,1.bmp,4,1990,32706.93,32.70693,23867816982,695.94112,315.59424,0.67963,0.41093,32.39433,0.3126,79,1,0.69394,0.4027,1,0.54297,0.57422,0,,0.25317,0.62731,17.8614,0.927,1,0.59339,0.58959,17.31591,0.92583,1,0,0,12
s32,1.bmp,4,1991,32722.99,32.72299,23867857634,694.6816,314.94912,0.6784,0.41009,32.39433,0.32866,79,1,0.65382,0.39329,1,0.54297,0.57422,0,,0.25223,0.62855,17.89616,0.92287,1,0.59258,0.5891,17.33466,0.9217,1,0,0,12
s32,1.bmp,4,1992,32739.55,32.73955,23867899543,693.504,314.51904,0.67725,0.40953,32.39433,0.34521,79,1,0.65327,0.3979,1,0.53906,0.58203,0,,0.2525,0.62803,17.30857,0.91874,1,0.59258,0.58996,18.42837,0.91758,1,0,0,12
s32,1.bmp,4,1993,32756.67,32.75667,23867942895,695.82848,314.2272,0.67952,0.40915,32.39433,0.36234,79,1,0.72928,0.40083,1,0.53906,0.58203,0,,0.25098,0.63215,18.54636,0.91461,1,0.59092,0.58944,18.06521,0.90869,1,0,0,12
s32,1.bmp,4,1994,32772.48,32.77248,23867982926,694.91712,314.688,0.67863,0.40975,32.39433,0.37815,79,1,0.65829,0.42351,1,0.53516,0.58854,0,,0.25038,0.63513,18.63652,0.90573,1,0.59017,0.59078,18.48877,0.8998,1,0,0,12
s32,1.bmp,4,1995,32788.83,32.78883,23868024283,694.00576,315.47904,0.67774,0.41078,32.39433,0.39449,79,1,0.65638,0.43539,1,0.53516,0.58854,0,,0.25018,0.63542,18.12812,0.89684,1,0.58969,0.59062,17.6876,0.88711,1,0,0,12
s32,1.bmp,4,1996,32805.2,32.8052,23868065733,694.33344,316.99968,0.67806,0.41276,32.39433,0.41087,79,1,0.68614,0.46229,1,0.53027,0.59375,0,,0.24929,0.64267,19.09364,0.88415,1,0.58834,0.59398,18.57257,0.88332,1,0,0,12
s32,1.bmp,4,1997,32821.73,32.82173,23868107583,695.13216,316.9536,0.67884,0.4127,32.39433,0.4274,79,1,0.69906,0.41122,1,0.53027,0.59375,0,,0.24922,0.64591,19.12833,0.88036,1,0.58841,0.59495,18.39454,0.87952,1,0,0,12
s32,1.bmp,4,1998,32838.27,32.83827,23868149456,695.9104,316.89984,0.6796,0.41263,32.39433,0.44394,79,1,0.70014,0.4108,1,0.5293,0.59635,0,,0.24908,0.64606,18.00806,0.87656,1,0.58816,0.59537,17.86766,0.88386,1,0,0,12
s32,1.bmp,4,1999,32855.6,32.8556,23868193327,695.7056,316.89216,0.6794,0.41262,32.39433,0.46127,79,1,0.67364,0.41222,1,0.5293,0.59635,0,,0.2507,0.6521,18.99047,0.8809,1,0.58894,0.59918,18.44289,0.8882,1,0,0,12
s32,1.bmp,4,2000,32875.98,32.87598,23868244916,695.74656,317.92128,0.67944,0.41396,32.39433,0.48165,79,1,0.68058,0.45286,1,0.52832,0.59766,0,,0.25207,0.6545,19.05717,0.88524,1,0.59007,0.60106,18.68383,0.89254,1,0,0,12
s32,1.bmp,4,2001,32887.51,32.88751,23868274110,695.72608,318.97344,0.67942,0.41533,32.39433,0.49318,79,1,0.67905,0.45643,1,0.52832,0.59766,0,,0.25242,0.65439,18.01782,0.88596,1,0.59058,0.60092,18.02358,0.88513,1,0,0,12
s32,1.bmp,4,2026,33298.19,33.29819,23869313699,500.13184,646.60224,0.48841,0.84193,33.24851,0.04967,80,1,0.50142,0.85746,1,0.51563,0.8125,0,,0.27929,0.62772,19.38994,0.95133,1,0.61713,0.57307,20.25298,0.95451,1,0,0,13
s32,1.bmp,4,2027,33315.38,33.31538,23869357237,504.75008,644.40576,0.49292,0.83907,33.24851,0.06687,80,1,0.51096,0.82764,1,0.51563,0.8125,0,,0.27876,0.62839,19.51484,0.95133,1,0.61667,0.57395,20.29554,0.95451,1,0,0,13
s32,1.bmp,4,2028,33331.27,33.33127,23869397448,507.7504,643.13088,0.49585,0.83741,33.24851,0.08276,80,1,0.51049,0.82909,1,0.51563,0.8125,0,,0.2787,0.62857,19.47751,0.95133,1,0.61653,0.57414,20.12375,0.95017,1,0,0,13
s32,1.bmp,4,2029,33353.71,33.35371,23869454246,507.1872,640.10496,0.4953,0.83347,33.24851,0.10519,80,1,0.49203,0.80987,1,0.51563,0.8125,0,,0.27797,0.6299,19.36112,0.947,1,0.61601,0.57578,20.10565,0.94583,1,0,0,13
s32,1.bmp,4,2030,33369.16,33.36916,23869493385,508.68224,638.64576,0.49676,0.83157,33.24851,0.12065,80,1,0.50697,0.81822,1,0.51563,0.8125,0,,0.27783,0.63014,19.39886,0.94266,1,0.6158,0.57652,19.81141,0.94149,1,0,0,13
s32,1.bmp,4,2031,33380.02,33.38002,23869520872,509.92128,637.60896,0.49797,0.83022,33.24851,0.13151,80,1,0.50761,0.81949,1,0.51563,0.8125,0,,0.2777,0.63036,19.32494,0.93832,1,0.61579,0.57671,19.92269,0.94149,1,0,0,13
s32,1.bmp,4,2032,33397.01,33.39701,23869563879,511.31392,635.96544,0.49933,0.82808,33.24851,0.1485,80,1,0.5116,0.80878,1,0.51563,0.8125,0,,0.27713,0.63118,18.87793,0.93832,1,0.61528,0.57778,19.81041,0.94149,1,0,0,13
s32,1.bmp,4,2033,33413,33.413,23869604359,508.94848,636.22656,0.49702,0.82842,33.24851,0.16449,80,1,0.47387,0.83177,1,0.51563,0.8125,0,,0.27579,0.63165,18.04856,0.93832,1,0.61472,0.57849,19.58561,0.94149,1,0,0,13
s32,1.bmp,4,2034,33429.56,33.42956,23869646279,506.94144,636.53376,0.49506,0.82882,33.24851,0.18105,80,1,0.47352,0.8333,1,0.51563,0.8125,0,,0.27625,0.63192,18.9928,0.93832,1,0.61506,0.57808,18.84573,0.93715,1,0,0,13
s32,1.bmp,4,2035,33446.08,33.44608,23869688101,507.78112,635.62752,0.49588,0.82764,33.24851,0.19757,80,1,0.50568,0.81349,1,0.51563,0.8125,0,,0.27373,0.63441,18.05657,0.93398,1,0.61247,0.58039,19.06668,0.93282,1,0,0,13
s32,1.bmp,4,2036,33463.55,33.46355,23869732321,506.7264,637.30944,0.49485,0.82983,33.24851,0.21504,80,1,0.48147,0.85821,1,0.51563,0.8125,0,,0.27237,0.63641,17.58802,0.93398,1,0.61104,0.58159,18.87493,0.93282,1,0,0,13
s32,1.bmp,4,2037,33478.83,33.47883,23869770990,505.83552,638.69184,0.49398,0.83163,33.24851,0.23032,80,1,0.48186,0.85685,1,0.5166,0.8112,0,,0.27236,0.63691,18.05431,0.93398,1,0.61112,0.58134,18.04617,0.93715,1,0,0,13
s32,1.bmp,4,2038,33494.86,33.49486,23869811577,505.0368,641.07264,0.4932,0.83473,33.24851,0.24635,80,1,0.48153,0.88125,1,0.51563,0.80859,0,,0.26905,0.64078,16.84722,0.93832,1,0.60751,0.58405,18.29214,0.94149,1,0,0,13
s32,1.bmp,4,2039,33511.43,33.51143,23869853511,505.87648,641.02656,0.49402,0.83467,33.24851,0.26292,80,1,0.50713,0.83368,1,0.51563,0.80859,0,,0.26763,0.64288,17.11633,0.93832,1,0.6058,0.58471,18.10414,0.94149,1,0,0,13
s32,1.bmp,4,2040,33528.08,33.52808,23869895680,506.60352,641.04192,0.49473,0.83469,33.24851,0.27957,80,1,0.50672,0.83515,1,0.51367,0.80729,0,,0.2676,0.64312,17.64368,0.93832,1,0.60556,0.58467,17.38336,0.93715,1,0,0,13
s32,1.bmp,4,2041,33544.58,33.54458,23869937424,508.04736,640.80384,0.49614,0.83438,33.24851,0.29607,80,1,0.52158,0.82868,1,0.51367,0.80729,0,,0.26393,0.64592,16.34686,0.93398,1,0.60187,0.58615,17.78224,0.93282,1,0,0,13
s32,1.bmp,4,2042,33560.79,33.56079,23869978482,507.11552,640.14336,0.49523,0.83352,33.24851,0.31228,80,1,0.47797,0.81721,1,0.51074,0.80339,0,,0.26251,0.64837,16.36021,0.93398,1,0.60011,0.58735,17.5566,0.93282,1,0,0,13
s32,1.bmp,4,2043,33577.09,33.57709,23870019722,506.30656,639.5904,0.49444,0.8328,33.24851,0.32858,80,1,0.47855,0.81843,1,0.50977,0.80078,0,,0.26234,0.64871,16.53258,0.92985,1,0.6,0.58728,16.89591,0.93303,1,0,0,13
s32,1.bmp,4,2044,33593.6,33.5936,23870061540,506.37824,639.48288,0.49451,0.83266,33.24851,0.34509,80,1,0.49611,0.82968,1,0.50977,0.80078,0,,0.25971,0.65473,16.3236,0.93006,1,0.59657,0.59082,17.10548,0.93324,1,0,0,13
s32,1.bmp,4,2045,33609.98,33.60998,23870103011,506.1632,639.6672,0.4943,0.8329,33.24851,0.36147,80,1,0.48958,0.83823,1,0.50977,0.79948,0,,0.25828,0.65774,15.63597,0.92594,1,0.59512,0.59235,16.79937,0.92911,1,0,0,13
s32,1.bmp,4,2046,33626.53,33.62653,23870144876,505.9584,639.83616,0.4941,0.83312,33.24851,0.37801,80,1,0.48958,0.83823,1,0.50977,0.79948,0,,0.25827,0.65787,15.78079,0.92594,1,0.59505,0.59256,16.51053,0.92911,1,0,0,13
s32,1.bmp,4,2047,33643.32,33.64332,23870187409,506.18368,640.58112,0.49432,0.83409,33.24851,0.39481,80,1,0.49956,0.85736,1,0.50879,0.79948,0,,0.2563,0.66148,15.59089,0.92594,1,0.59293,0.59307,16.10642,0.92911,1,0,0,13
s32,1.bmp,4,2048,33659.67,33.65967,23870228783,507.25888,640.80384,0.49537,0.83438,33.24851,0.41116,80,1,0.52172,0.84154,1,0.50879,0.79948,0,,0.25604,0.66179,15.48545,0.93028,1,0.59179,0.59336,17.19066,0.93345,1,0,0,13
s32,1.bmp,4,2049,33675.68,33.67568,23870269311,508.2624,641.00352,0.49635,0.83464,33.24851,0.42717,80,1,0.52172,0.84141,1,0.50879,0.79948,0,,0.25586,0.66166,15.48163,0.93049,1,0.59195,0.59252,16.08541,0.93366,1,0,0,13
s32,1.bmp,4,2050,33692.19,33.69219,23870311104,505.15968,633.95328,0.49332,0.82546,33.24851,0.44368,80,1,0.41158,0.57752,1,0.50879,0.79948,0,,0.25347,0.65633,16.32892,0.9307,1,0.58749,0.58517,16.01204,0.938,1,0,0,13
s32,1.bmp,4,2057,33807.04,33.80704,23870601857,382.53568,429.90336,0.37357,0.55977,33.75819,0.04885,81,1,0.38321,0.54282,1,0.50879,0.79688,0,,0.2539,0.65252,15.19944,0.91768,1,0.58779,0.58422,15.41337,0.92498,1,0,0,13
s32,1.bmp,4,2058,33823.78,33.82378,23870644224,384.31744,427.30752,0.37531,0.55639,33.75819,0.06559,81,1,0.38227,0.54288,1,0.50879,0.79557,0,,0.25378,0.65322,15.90638,0.92181,1,0.58781,0.58423,15.4074,0.92098,1,0,0,13
s32,1.bmp,4,2059,33840.31,33.84031,23870686061,383.37536,431.03232,0.37439,0.56124,33.75819,0.08212,81,1,0.36981,0.58547,1,0.50879,0.79557,0,,0.25283,0.65411,15.64179,0.9178,1,0.58741,0.58523,16.01504,0.91697,1,0,0,13
s32,1.bmp,4,2060,33856.75,33.85675,23870727674,383.54944,433.52832,0.37456,0.56449,33.75819,0.09856,81,1,0.37559,0.58397,1,0.50879,0.79557,0,,0.25222,0.65439,15.93591,0.91813,1,0.58657,0.58607,15.60518,0.9173,1,0,0,13
s32,1.bmp,4,2061,33873.12,33.87312,23870769131,383.68256,435.1872,0.37469,0.56665,33.75819,0.11493,81,1,0.3756,0.5818,1,0.50879,0.79557,0,,0.25205,0.65333,15.02558,0.91846,1,0.58637,0.58642,15.51674,0.92143,1,0,0,13
s32,1.bmp,4,2062,33889.56,33.88956,23870810743,384.6144,435.24096,0.3756,0.56672,33.75819,0.13137,81,1,0.38282,0.56725,1,0.50879,0.79557,0,,0.24997,0.65503,16.07475,0.92259,1,0.58444,0.58631,15.18614,0.92143,1,0,0,13
s32,1.bmp,4,2063,33905.55,33.90555,23870851198,384.82944,438.80448,0.37581,0.57136,33.75819,0.14735,81,1,0.37776,0.61314,1,0.50879,0.79557,0,,0.24884,0.6542,15.82923,0.91825,1,0.58326,0.58618,15.67655,0.91709,1,0,0,13
s32,1.bmp,4,2064,33922.22,33.92222,23870893416,385.15712,442.0992,0.37613,0.57565,33.75819,0.16402,81,1,0.37929,0.61851,1,0.50879,0.79557,0,,0.24841,0.65414,15.67609,0.90979,1,0.58327,0.5862,16.15532,0.91296,1,0,0,13
s32,1.bmp,4,2065,33938.64,33.93864,23870934971,383.6928,439.76448,0.3747,0.57261,33.75819,0.18044,81,1,0.35904,0.53925,1,0.50879,0.79557,0,,0.24658,0.65058,15.72872,0.90566,1,0.58102,0.5826,15.58159,0.90883,1,0,0,13
s32,1.bmp,4,2066,33955.25,33.95525,23870977018,388.43392,434.27328,0.37933,0.56546,33.75819,0.19705,81,1,0.43482,0.4796,1,0.50879,0.79557,0,,0.24685,0.64729,15.52333,0.90967,1,0.58111,0.57949,15.83577,0.91284,1,0,0,13
s32,1.bmp,4,2067,33971.67,33.97167,23871018591,392.42752,429.10464,0.38323,0.55873,33.75819,0.21348,81,1,0.43397,0.47132,1,0.50879,0.79557,0,,0.24683,0.64666,16.32865,0.9178,1,0.58119,0.57804,15.69323,0.92098,1,0,0,13
s32,1.bmp,4,2068,33987.82,33.98782,23871059482,398.42816,420.7488,0.38909,0.54785,33.75819,0.22963,81,1,0.47114,0.39543,1,0.50879,0.79557,0,,0.24576,0.64267,15.7387,0.92594,1,0.57977,0.57492,15.84713,0.92911,1,0,0,13
s32,1.bmp,4,2069,34004.45,34.00445,23871101562,405.31968,416.27904,0.39582,0.54203,33.75819,0.24625,81,1,0.49673,0.45483,1,0.50879,0.79427,0,,0.24489,0.6418,15.60021,0.93028,1,0.57899,0.57394,16.15207,0.93345,1,0,0,13
s32,1.bmp,4,2070,34020.99,34.02099,23871143444,411.36128,412.23936,0.40172,0.53677,33.75819,0.26279,81,1,0.49614,0.45263,1,0.50879,0.79167,0,,0.24437,0.64101,15.36238,0.93461,1,0.57863,0.5733,15.97644,0.93345,1,0,0,13
s32,1.bmp,4,2071,34037.31,34.03731,23871184756,417.01376,406.86336,0.40724,0.52977,33.75819,0.27911,81,1,0.50098,0.41063,1,0.50879,0.79167,0,,0.2428,0.6407,15.83599,0.93461,1,0.57744,0.57177,15.84375,0.93758,1,0,0,13
s32,1.bmp,4,2075,34103.22,34.10322,23871351612,481.8944,348.06528,0.4706,0.45321,34.05376,0.04947,82,1,0.48372,0.41312,1,0.50879,0.79036,0,,0.24108,0.64418,16.6156,0.92964,1,0.57684,0.573,16.00269,0.92848,1,0,0,13
s32,1.bmp,4,2076,34120.89,34.12089,23871396352,484.6592,343.30368,0.4733,0.44701,34.05376,0.06714,82,1,0.48414,0.42219,1,0.50879,0.79036,0,,0.24109,0.64396,15.92128,0.92118,1,0.57662,0.5746,16.7458,0.92001,1,0,0,13
s32,1.bmp,4,2077,34135.79,34.13579,23871434039,485.72416,345.26208,0.47434,0.44956,34.05376,0.08203,82,1,0.47953,0.46233,1,0.50879,0.79036,0,,0.24002,0.64865,16.25489,0.91271,1,0.57647,0.57778,16.69413,0.91155,1,0,0,13
s32,1.bmp,4,2078,34152.43,34.15243,23871476175,486.83008,348.11136,0.47542,0.45327,34.05376,0.09867,82,1,0.48185,0.47554,1,0.50879,0.79036,0,,0.23996,0.65049,16.94642,0.90858,1,0.57647,0.57964,16.7531,0.90742,1,0,0,13
s32,1.bmp,4,2079,34168.39,34.16839,23871516582,487.72096,350.4384,0.47629,0.4563,34.05376,0.11463,82,1,0.48243,0.47751,1,0.50879,0.79036,0,,0.24,0.65022,16.06326,0.90446,1,0.57623,0.58004,16.32866,0.90763,1,0,0,13
s32,1.bmp,4,2080,34185.26,34.18526,23871559277,485.35552,349.9776,0.47398,0.4557,34.05376,0.1315,82,1,0.45547,0.45091,1,0.50879,0.79036,0,,0.23989,0.65281,16.82186,0.90467,1,0.57654,0.58159,16.34149,0.90784,1,0,0,13
s32,1.bmp,4,2081,34201.42,34.20142,23871600182,484.08576,351.21408,0.47274,0.45731,34.05376,0.14766,82,1,0.46162,0.47178,1,0.50879,0.79036,0,,0.24004,0.65338,16.42475,0.90488,1,0.57687,0.58252,17.08648,0.90805,1,0,0,13
s32,1.bmp,4,2082,34218.26,34.21826,23871642832,482.99008,352.07424,0.47167,0.45843,34.05376,0.16451,82,1,0.461,0.46958,1,0.50879,0.79036,0,,0.24039,0.65401,16.42159,0.90922,1,0.57698,0.58341,16.65277,0.90805,1,0,0,13
s32,1.bmp,4,2083,34234.84,34.23484,23871684800,484.47488,377.0112,0.47312,0.4909,34.05376,0.18108,82,1,0.489,0.84815,1,0.50879,0.79036,0,,0.24188,0.66533,15.8472,0.90922,1,0.57784,0.5944,17.79346,0.91218,1,0,0,13
