Subject_ID,Slide_Image,Event,CNT,Time,Time,TIME(2016/06/16 11:19:15.470),TIMETICK(f=2531396),FPOGX,FPOGY,Xpos,Ypos,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN
s14,0.bmp,3,2335,38358.59,38358.59,38.35859,20129621127,695.11168,141.11232,0.67882,0.18374,38.26058,0.09801,111,1,0.67507,0.18346,1,0.37207,0.8138,0,,0.2589,0.38456,17.99644,0.9786,1,0.6157,0.39623,17.21034,0.97596,1,0,0,24
s14,0.bmp,3,2336,38374.8,38374.8,38.3748,20129662151,691.06688,139.09248,0.67487,0.18111,38.26058,0.11422,111,1,0.64721,0.16266,1,0.37207,0.8112,0,,0.25844,0.38191,17.73557,0.9786,1,0.61555,0.39348,16.62008,0.97596,1,0,0,24
s14,0.bmp,3,2337,38391.37,38391.37,38.39137,20129704091,686.8992,136.33536,0.6708,0.17752,38.26058,0.13078,111,1,0.6382,0.14883,1,0.37207,0.8112,0,,0.258,0.38134,17.52818,0.9786,1,0.615,0.39343,16.60354,0.97596,1,0,0,24
s14,0.bmp,3,2338,38408.73,38408.73,38.40873,20129748041,683.4688,134.784,0.66745,0.1755,38.26058,0.14815,111,1,0.63736,0.1573,1,0.37207,0.8099,0,,0.25775,0.3814,17.48106,0.97405,1,0.61452,0.39292,16.09992,0.96703,1,0,0,24
s14,0.bmp,3,2339,38424.65,38424.65,38.42465,20129788350,667.61728,150.23616,0.65197,0.19562,38.26058,0.16407,111,1,0.49716,0.39679,1,0.37207,0.8099,0,,0.25403,0.38712,18.27455,0.96513,1,0.61041,0.39677,16.5716,0.96266,1,0,0,24
s14,0.bmp,3,2340,38440.89,38440.89,38.44089,20129829442,657.32608,165.48864,0.64192,0.21548,38.26058,0.18031,111,1,0.53131,0.43401,1,0.37207,0.8099,0,,0.25416,0.38847,18.30907,0.96513,1,0.61074,0.3975,15.95107,0.96266,1,0,0,24
s14,0.bmp,3,2341,38457.43,38457.43,38.45743,20129871321,648.61184,178.39872,0.63341,0.23229,38.26058,0.19685,111,1,0.53131,0.43401,1,0.37207,0.8099,0,,0.25404,0.38794,17.1223,0.96513,1,0.61096,0.39938,16.44004,0.97208,1,0,0,24
s14,0.bmp,3,2342,38473.66,38473.66,38.47366,20129912406,636.59008,185.4336,0.62167,0.24145,38.26058,0.21307,111,1,0.46906,0.3605,1,0.37207,0.8099,0,,0.25412,0.39273,18.5075,0.97455,1,0.61204,0.40332,16.67916,0.97695,1,0,0,24
s14,0.bmp,3,2343,38489.9,38489.9,38.4899,20129953509,625.93024,193.72032,0.61126,0.25224,38.26058,0.22932,111,1,0.46557,0.40334,1,0.37207,0.8099,0,,0.2541,0.39479,18.54069,0.97504,1,0.61176,0.40576,17.48301,0.97744,1,0,0,24
s14,0.bmp,3,2350,38605.28,38605.28,38.60528,20130245580,503.94112,297.792,0.49213,0.38775,38.55553,0.04975,112,1,0.48775,0.3867,1,0.37207,0.8099,0,,0.25394,0.39331,18.89031,0.98767,1,0.6123,0.40281,16.75149,0.9852,1,0,0,24
s14,0.bmp,3,2351,38621.28,38621.28,38.62128,20130286105,502.15936,305.25696,0.49039,0.39747,38.55553,0.06576,112,1,0.48342,0.43633,1,0.37207,0.8099,0,,0.25483,0.39171,18.94736,0.97825,1,0.61294,0.40143,16.52894,0.97578,1,0,0,24
s14,0.bmp,3,2352,38637.92,38637.92,38.63792,20130328210,506.5728,306.3552,0.4947,0.3989,38.55553,0.08239,112,1,0.51625,0.40607,1,0.37207,0.8099,0,,0.25496,0.39003,17.91052,0.97387,1,0.61276,0.40107,16.77669,0.97141,1,0,0,24
s14,0.bmp,3,2353,38654.58,38654.58,38.65458,20130370395,509.7472,306.88512,0.4978,0.39959,38.55553,0.09905,112,1,0.51639,0.4037,1,0.37207,0.8099,0,,0.25465,0.39063,18.92532,0.97405,1,0.61289,0.40143,17.43514,0.97596,1,0,0,24
s14,0.bmp,3,2354,38670.4,38670.4,38.6704,20130410429,508.45696,310.70208,0.49654,0.40456,38.55553,0.11487,112,1,0.48772,0.43934,1,0.37207,0.8099,0,,0.25466,0.39063,18.91329,0.9786,1,0.61364,0.40189,17.10598,0.97596,1,0,0,24
s14,0.bmp,3,2355,38686.95,38686.95,38.68695,20130452326,509.952,315.84768,0.498,0.41126,38.55553,0.13142,112,1,0.50967,0.46491,1,0.37207,0.8099,0,,0.25493,0.39129,19.22762,0.9786,1,0.61381,0.40263,17.54106,0.97596,1,0,0,24
s14,0.bmp,3,2356,38703.73,38703.73,38.70373,20130494807,511.16032,320.2944,0.49918,0.41705,38.55553,0.1482,112,1,0.50978,0.46912,1,0.37207,0.8099,0,,0.25511,0.39162,19.26906,0.97405,1,0.61373,0.40248,17.43542,0.97141,1,0,0,24
s14,0.bmp,3,2357,38720.27,38720.27,38.72027,20130536678,511.13984,319.01184,0.49916,0.41538,38.55553,0.16474,112,1,0.49904,0.3987,1,0.37207,0.8099,0,,0.25519,0.39475,19.43222,0.9695,1,0.61416,0.4062,18.23779,0.97141,1,0,0,24
s14,0.bmp,3,2358,38738.32,38738.32,38.73832,20130582364,511.44704,322.60608,0.49946,0.42006,38.55553,0.18279,112,1,0.50266,0.47153,1,0.37207,0.8099,0,,0.25509,0.3981,19.4933,0.97387,1,0.61466,0.40903,18.11201,0.97578,1,0,0,24
s14,0.bmp,3,2359,38752.66,38752.66,38.75266,20130618681,511.6928,325.27104,0.4997,0.42353,38.55553,0.19714,112,1,0.50266,0.46513,1,0.37207,0.8112,0,,0.25501,0.39837,18.43497,0.97825,1,0.61456,0.40913,16.91115,0.9852,1,0,0,24
s14,0.bmp,3,2360,38769.15,38769.15,38.76915,20130660400,511.2832,321.8304,0.4993,0.41905,38.55553,0.21362,112,1,0.49411,0.3608,1,0.37207,0.8112,0,,0.25363,0.40518,19.78696,0.98767,1,0.61389,0.41495,18.45475,0.99007,1,0,0,24
s14,0.bmp,3,2361,38785.84,38785.84,38.78584,20130702667,512.6656,321.6384,0.50065,0.4188,38.55553,0.23032,112,1,0.51945,0.41535,1,0.37207,0.8125,0,,0.25331,0.40849,19.8342,0.98817,1,0.6137,0.41714,18.53027,0.99057,1,0,0,24
s14,0.bmp,3,2362,38802.03,38802.03,38.80203,20130743633,513.86368,321.56928,0.50182,0.41871,38.55553,0.2465,112,1,0.51943,0.41742,1,0.37207,0.8125,0,,0.25337,0.40837,18.65627,0.98866,1,0.61363,0.41734,17.33705,0.98602,1,0,0,24
s14,0.bmp,3,2363,38818.42,38818.42,38.81842,20130785130,513.73056,322.30656,0.50169,0.41967,38.55553,0.26289,112,1,0.4996,0.43506,1,0.37207,0.8125,0,,0.25243,0.41102,19.87975,0.98411,1,0.61333,0.41757,17.14803,0.98602,1,0,0,24
s14,0.bmp,3,2364,38835.19,38835.19,38.83519,20130827579,516.58752,321.26208,0.50448,0.41831,38.55553,0.27966,112,1,0.5519,0.39518,1,0.37207,0.8125,0,,0.252,0.41012,19.82889,0.98411,1,0.61294,0.41654,17.5999,0.98602,1,0,0,24
s14,0.bmp,3,2365,38851.62,38851.62,38.85162,20130869193,519.13728,320.3328,0.50697,0.4171,38.55553,0.2961,112,1,0.5519,0.39518,1,0.37207,0.8125,0,,0.25183,0.40958,19.96916,0.98411,1,0.61268,0.4168,18.62362,0.98602,1,0,0,24
s14,0.bmp,3,2366,38868.72,38868.72,38.86872,20130912460,517.92896,319.97184,0.50579,0.41663,38.55553,0.31319,112,1,0.48335,0.40781,1,0.37207,0.8125,0,,0.25134,0.4069,19.69949,0.98411,1,0.61221,0.41324,17.38631,0.98602,1,0,0,24
s14,0.bmp,3,2367,38884.59,38884.59,38.88459,20130952632,519.92576,320.30208,0.50774,0.41706,38.55553,0.32906,112,1,0.54677,0.42568,1,0.37207,0.8125,0,,0.25056,0.40446,19.07434,0.97906,1,0.61149,0.41124,17.46979,0.98097,1,0,0,24
s14,0.bmp,3,2368,38900.68,38900.68,38.90068,20130993363,521.73824,320.77824,0.50951,0.41768,38.55553,0.34515,112,1,0.54669,0.43055,1,0.37207,0.8125,0,,0.25027,0.40448,19.95902,0.97402,1,0.61122,0.41112,18.63916,0.97592,1,0,0,24
s14,0.bmp,3,2369,38917.95,38917.95,38.91795,20131037100,522.47552,322.16832,0.51023,0.41949,38.55553,0.36243,112,1,0.52603,0.45951,1,0.37207,0.8125,0,,0.25,0.40147,19.77505,0.96897,1,0.61084,0.40745,17.62094,0.97088,1,0,0,24
s14,0.bmp,3,2370,38933.71,38933.71,38.93371,20131076981,522.88512,322.12224,0.51063,0.41943,38.55553,0.37818,112,1,0.51985,0.41801,1,0.37207,0.8125,0,,0.25059,0.39925,18.79357,0.96897,1,0.61108,0.40651,17.61479,0.97088,1,0,0,24
s14,0.bmp,3,2371,38950.13,38950.13,38.95013,20131118534,523.264,322.08384,0.511,0.41938,38.55553,0.3946,112,1,0.51985,0.41801,1,0.37207,0.8125,0,,0.25026,0.39955,19.95574,0.96897,1,0.61111,0.40676,18.62923,0.97088,1,0,0,24
s14,0.bmp,3,2372,38966.36,38966.36,38.96636,20131159629,523.6736,322.03776,0.5114,0.41932,38.55553,0.41084,112,1,0.52143,0.41785,1,0.37207,0.8125,0,,0.25034,0.39761,19.88873,0.96897,1,0.61134,0.4046,18.18644,0.97088,1,0,0,24
s14,0.bmp,3,2373,38983.12,38983.12,38.98312,20131202050,518.21568,323.74272,0.50607,0.42154,38.55553,0.42759,112,1,0.36732,0.47937,1,0.37207,0.8125,0,,0.24824,0.39991,19.94637,0.96897,1,0.6077,0.4071,18.32099,0.97088,1,0,0,24
s14,0.bmp,3,2374,38999.37,38999.37,38.99937,20131243182,513.16736,325.43232,0.50114,0.42374,38.55553,0.44384,112,1,0.36801,0.48302,1,0.37207,0.8125,0,,0.24717,0.40112,20.24236,0.96499,1,0.6072,0.40809,18.86411,0.96689,1,0,0,24
s14,0.bmp,3,2375,39016.14,39016.14,39.01614,20131285625,509.78816,327.44448,0.49784,0.42636,38.55553,0.46061,112,1,0.40542,0.49986,1,0.37207,0.8125,0,,0.24477,0.40516,20.24833,0.96101,1,0.6057,0.41149,18.93478,0.96291,1,0,0,23
s14,0.bmp,3,2376,39032.38,39032.38,39.03238,20131326753,504.71936,329.14944,0.49289,0.42858,38.55553,0.47685,112,1,0.3496,0.49305,1,0.37207,0.8125,0,,0.24427,0.40683,20.04128,0.95703,1,0.60506,0.41293,18.94641,0.95893,1,0,0,23
s14,0.bmp,3,2383,39148.06,39148.06,39.14806,20131619564,367.96416,447.09888,0.35934,0.58216,39.09828,0.04977,113,1,0.35912,0.60446,1,0.37207,0.8125,0,,0.24131,0.4169,19.81611,0.92282,1,0.60331,0.42185,18.7903,0.92871,1,0,0,23
s14,0.bmp,3,2384,39163.46,39163.46,39.16346,20131658565,364.98432,453.83424,0.35643,0.59093,39.09828,0.06518,113,1,0.34478,0.62604,1,0.37207,0.8125,0,,0.24051,0.41701,19.68099,0.92282,1,0.60266,0.42177,18.66161,0.92472,1,0,0,23
s14,0.bmp,3,2385,39179.96,39179.96,39.17996,20131700334,364.12416,450.59328,0.35559,0.58671,39.09828,0.08168,113,1,0.35141,0.5656,1,0.37207,0.8125,0,,0.24015,0.41599,19.15072,0.92321,1,0.60257,0.42055,18.09454,0.92512,1,0,0,23
s14,0.bmp,3,2386,39199.84,39199.84,39.19984,20131750640,363.38688,447.8592,0.35487,0.58315,39.09828,0.10155,113,1,0.35054,0.56181,1,0.37207,0.8125,0,,0.24069,0.41581,19.76691,0.92759,1,0.60266,0.42023,18.88787,0.92949,1,0,0,23
s14,0.bmp,3,2387,39212.61,39212.61,39.21261,20131782978,376.24832,450.57792,0.36743,0.58669,39.09828,0.11433,113,1,0.45535,0.61146,1,0.37207,0.8125,0,,0.24252,0.41365,19.68325,0.93196,1,0.60427,0.4183,18.32545,0.93785,1,0,0,23
s14,0.bmp,3,2388,39229.44,39229.44,39.22944,20131825586,391.69024,452.89728,0.38251,0.58971,39.09828,0.13116,113,1,0.50315,0.61385,1,0.37207,0.8125,0,,0.24394,0.41285,19.67617,0.94032,1,0.60555,0.4174,18.11175,0.9462,1,0,0,23
s14,0.bmp,3,2389,39245.83,39245.83,39.24583,20131867071,404.00896,454.37952,0.39454,0.59164,39.09828,0.14754,113,1,0.5028,0.609,1,0.37207,0.8125,0,,0.24418,0.41277,19.82276,0.94867,1,0.60572,0.41771,18.71452,0.95018,1,0,0,23
s14,0.bmp,3,2390,39262.57,39262.57,39.26257,20131909461,414.37184,454.68672,0.40466,0.59204,39.09828,0.16429,113,1,0.50582,0.59611,1,0.37207,0.8125,0,,0.24306,0.41172,20.00059,0.95265,1,0.60472,0.41667,18.46906,0.95417,1,0,0,23
s14,0.bmp,3,2391,39278.25,39278.25,39.27825,20131949157,422.35904,455.20896,0.41246,0.59272,39.09828,0.17997,113,1,0.49824,0.6002,1,0.37207,0.8125,0,,0.24273,0.41062,19.67886,0.95226,1,0.6042,0.41528,17.69194,0.95377,1,0,0,23
s14,0.bmp,3,2392,39295.3,39295.3,39.2953,20131992314,429.1072,455.3472,0.41905,0.5929,39.09828,0.19702,113,1,0.49812,0.59502,1,0.37207,0.8125,0,,0.24265,0.4103,19.82594,0.95642,1,0.60426,0.41534,18.43201,0.9623,1,0,0,23
s14,0.bmp,3,2393,39311.75,39311.75,39.31175,20132033943,436.35712,453.6192,0.42613,0.59065,39.09828,0.21347,113,1,0.51828,0.56139,1,0.37207,0.8125,0,,0.24251,0.40862,19.65963,0.96495,1,0.60415,0.41421,18.49687,0.96685,1,0,0,23
s14,0.bmp,3,2394,39327.84,39327.84,39.32784,20132074667,442.69568,452.24448,0.43232,0.58886,39.09828,0.22955,113,1,0.5189,0.56385,1,0.37207,0.8125,0,,0.24214,0.40777,19.81495,0.9695,1,0.60371,0.41353,18.26908,0.97141,1,0,0,23
s14,0.bmp,3,2398,39393.58,39393.58,39.39358,20132241085,523.69408,460.73856,0.51142,0.59992,39.34465,0.04893,114,1,0.53065,0.60182,1,0.37207,0.8125,0,,0.2387,0.40421,19.64015,0.97825,1,0.60046,0.41074,17.86945,0.98015,1,0,0,23
s14,0.bmp,3,2399,39409.71,39409.71,39.40971,20132281902,488.88832,461.90592,0.47743,0.60144,39.34465,0.06506,114,1,0.34149,0.60752,1,0.37109,0.8125,0,,0.23339,0.40304,18.59085,0.98262,1,0.59483,0.40972,18.04651,0.97998,1,0,0,23
s14,0.bmp,3,2400,39426.66,39426.66,39.42666,20132324825,466.74944,461.89056,0.45581,0.60142,39.34465,0.08201,114,1,0.34772,0.60133,1,0.37109,0.8125,0,,0.23317,0.40271,19.39125,0.97807,1,0.59454,0.40936,18.22618,0.97543,1,0,0,23
s14,0.bmp,3,2401,39442.85,39442.85,39.44285,20132365805,451.072,462.27456,0.4405,0.60192,39.34465,0.0982,114,1,0.34859,0.6049,1,0.37012,0.8112,0,,0.23282,0.40273,19.74631,0.97352,1,0.59441,0.40975,18.98759,0.97088,1,0,0,23
s14,0.bmp,3,2402,39459.51,39459.51,39.45951,20132407980,436.992,460.25472,0.42675,0.59929,39.34465,0.11486,114,1,0.33055,0.58092,1,0.37012,0.8112,0,,0.23101,0.40187,19.15504,0.96897,1,0.59284,0.40835,18.41292,0.97088,1,0,0,23
s14,0.bmp,3,2403,39477.69,39477.69,39.47769,20132454004,424.09984,466.42944,0.41416,0.60733,39.34465,0.13304,114,1,0.31346,0.67162,1,0.37012,0.8112,0,,0.2305,0.40101,18.8393,0.96897,1,0.59239,0.40766,18.31866,0.97088,1,0,0,23
s14,0.bmp,3,2404,39491.84,39491.84,39.49184,20132489815,413.83936,471.49056,0.40414,0.61392,39.34465,0.14719,114,1,0.31388,0.67326,1,0.37012,0.8112,0,,0.23053,0.40172,19.55968,0.96897,1,0.5923,0.40794,18.93466,0.9665,1,0,0,23
s14,0.bmp,3,2405,39508.67,39508.67,39.50867,20132532437,406.62016,470.98368,0.39709,0.61326,39.34465,0.16402,114,1,0.32662,0.60658,1,0.37012,0.8112,0,,0.2299,0.40062,19.81459,0.9646,1,0.59182,0.40675,18.94703,0.96213,1,0,0,23
s14,0.bmp,3,2406,39525,39525,39.525,20132573763,401.52064,471.22944,0.39211,0.61358,39.34465,0.18035,114,1,0.33738,0.61709,1,0.37012,0.8112,0,,0.22963,0.40046,19.60148,0.96022,1,0.59136,0.40591,18.62841,0.95775,1,0,0,23
s14,0.bmp,3,2407,39541.63,39541.63,39.54163,20132615872,397.25056,471.52896,0.38794,0.61397,39.34465,0.19698,114,1,0.33792,0.61876,1,0.37012,0.8112,0,,0.22958,0.40036,19.54052,0.95585,1,0.59167,0.40643,19.03225,0.95775,1,0,0,23
s14,0.bmp,3,2408,39557.56,39557.56,39.55756,20132656188,392.6528,471.2448,0.38345,0.6136,39.34465,0.21291,114,1,0.32508,0.60877,1,0.36914,0.8099,0,,0.22951,0.40076,19.53662,0.95585,1,0.59169,0.40649,19.11485,0.95775,1,0,0,23
s14,0.bmp,3,2412,39623.63,39623.63,39.62363,20132823431,344.38144,474.0864,0.33631,0.6173,39.57393,0.0497,115,1,0.3214,0.58338,1,0.36914,0.80729,0,,0.22967,0.40154,19.6871,0.96022,1,0.59179,0.40735,19.24894,0.96213,1,0,0,23
s14,0.bmp,3,2413,39640.21,39640.21,39.64021,20132865415,341.12512,468.33408,0.33313,0.60981,39.57393,0.06628,115,1,0.32042,0.57982,1,0.36914,0.80729,0,,0.22975,0.40147,19.81248,0.9646,1,0.5919,0.40726,19.22349,0.9665,1,0,0,23
s14,0.bmp,3,2414,39656.36,39656.36,39.65636,20132906297,341.90336,471.80544,0.33389,0.61433,39.57393,0.08244,115,1,0.33768,0.63697,1,0.36914,0.80729,0,,0.22968,0.40104,19.77274,0.96897,1,0.59212,0.40689,19.08047,0.97088,1,0,0,23
s14,0.bmp,3,2415,39673.78,39673.78,39.67378,20132950402,342.45632,475.70688,0.33443,0.61941,39.57393,0.09985,115,1,0.33764,0.64984,1,0.36914,0.80729,0,,0.22973,0.40123,19.50356,0.96897,1,0.59232,0.40703,19.0144,0.97088,1,0,0,23
s14,0.bmp,3,2416,39689.1,39689.1,39.6891,20132989177,342.96832,478.90944,0.33493,0.62358,39.57393,0.11517,115,1,0.33845,0.65279,1,0.36914,0.80599,0,,0.22995,0.40101,19.46461,0.96499,1,0.59259,0.4071,19.01308,0.96689,1,0,0,23
s14,0.bmp,3,2417,39705.48,39705.48,39.70548,20133030616,363.37664,466.7904,0.35486,0.6078,39.57393,0.13155,115,1,0.51431,0.4816,1,0.36914,0.80599,0,,0.23533,0.39743,18.98354,0.96101,1,0.59634,0.40417,18.37184,0.96291,1,0,0,23
s14,0.bmp,3,2418,39722.08,39722.08,39.72208,20133072671,393.20576,449.63328,0.38399,0.58546,39.57393,0.14816,115,1,0.64612,0.38438,1,0.36914,0.80599,0,,0.23816,0.39575,19.31346,0.95703,1,0.59819,0.40234,17.8344,0.95893,1,0,0,23
s14,0.bmp,3,2419,39738.67,39738.67,39.73867,20133114641,417.56672,435.75552,0.40778,0.56739,39.57393,0.16474,115,1,0.64567,0.38668,1,0.36914,0.80599,0,,0.23882,0.39506,18.86126,0.95703,1,0.59999,0.40134,17.86916,0.95456,1,0,0,23
s14,0.bmp,3,2420,39757,39757,39.757,20133161057,435.49696,424.79616,0.42529,0.55312,39.57393,0.18307,115,1,0.61788,0.3962,1,0.36914,0.80599,0,,0.23887,0.39526,18.84772,0.95265,1,0.60043,0.40207,18.25393,0.95018,1,0,0,23
s14,0.bmp,3,2421,39772.29,39772.29,39.77229,20133199746,453.34528,413.35296,0.44272,0.53822,39.57393,0.19836,115,1,0.652,0.35932,1,0.36816,0.80469,0,,0.23905,0.39453,18.4287,0.94828,1,0.60058,0.40169,17.78361,0.94581,1,0,0,23
s14,0.bmp,3,2431,39935.36,39935.36,39.93536,20133612538,367.0528,323.41248,0.35845,0.42111,39.88623,0.04913,116,1,0.34514,0.41744,1,0.36621,0.76302,0,,0.23165,0.3928,17.9075,0.92305,1,0.59433,0.39978,17.3604,0.92058,1,0,0,23
s14,0.bmp,3,2432,39952.18,39952.18,39.95218,20133655133,367.36,325.10976,0.35875,0.42332,39.88623,0.06595,116,1,0.35996,0.43218,1,0.36621,0.76302,0,,0.23196,0.3932,17.78486,0.92687,1,0.59462,0.40062,17.8705,0.9244,1,0,0,23
s14,0.bmp,3,2433,39968.73,39968.73,39.96873,20133697020,367.40096,330.56256,0.35879,0.43042,39.88623,0.0825,116,1,0.35897,0.46591,1,0.36523,0.73307,0,,0.23193,0.39336,17.75675,0.92687,1,0.59453,0.40112,17.79984,0.9244,1,0,0,23
s14,0.bmp,3,2434,39984.79,39984.79,39.98479,20133737684,367.42144,334.45632,0.35881,0.43549,39.88623,0.09856,116,1,0.35897,0.46591,1,0.36523,0.73307,0,,0.23206,0.39376,17.82201,0.92687,1,0.5948,0.4007,17.0064,0.9244,1,0,0,23
s14,0.bmp,3,2435,40001.72,40001.72,40.00172,20133780534,365.71136,331.11552,0.35714,0.43114,39.88623,0.11549,116,1,0.34539,0.40066,1,0.36523,0.69271,0,,0.2318,0.39488,18.15324,0.92687,1,0.59436,0.4021,17.74646,0.9244,1,0,0,23
s14,0.bmp,3,2436,40017.79,40017.79,40.01779,20133821219,363.13088,326.36928,0.35462,0.42496,39.88623,0.13156,116,1,0.3345,0.37553,1,0.36523,0.69271,0,,0.23185,0.39495,18.06167,0.9307,1,0.59409,0.40235,17.89484,0.92823,1,0,0,23
s14,0.bmp,3,2437,40034.52,40034.52,40.03452,20133863562,361.07264,322.58304,0.35261,0.42003,39.88623,0.14829,116,1,0.33454,0.3757,1,0.36035,0.64714,0,,0.23185,0.395,17.96116,0.93055,1,0.59433,0.4019,17.58308,0.92808,1,0,0,23
s14,0.bmp,3,2438,40050.77,40050.77,40.05077,20133904680,366.42816,322.41408,0.35784,0.41981,39.88623,0.16454,116,1,0.41014,0.41754,1,0.36035,0.64714,0,,0.23496,0.39457,17.73428,0.93039,1,0.59642,0.40192,17.31164,0.92792,1,0,0,23
s14,0.bmp,3,2439,40067.1,40067.1,40.0671,20133946039,386.41664,318.04416,0.37736,0.41412,39.88623,0.18087,116,1,0.59206,0.35157,1,0.35547,0.61979,0,,0.24071,0.39471,18.45893,0.92641,1,0.60091,0.40194,17.33016,0.92394,1,0,0,23
s14,0.bmp,3,2440,40083.73,40083.73,40.08373,20133988111,403.33312,314.35008,0.39388,0.40931,39.88623,0.19749,116,1,0.59206,0.35157,1,0.35547,0.61979,0,,0.24151,0.39413,18.45585,0.92641,1,0.60313,0.40163,17.39895,0.92394,1,0,0,23
s14,0.bmp,3,2441,40099.81,40099.81,40.09981,20134028837,424.38656,313.60512,0.41444,0.40834,39.88623,0.21358,116,1,0.68175,0.39575,1,0.35254,0.61068,0,,0.24241,0.39411,18.70626,0.92641,1,0.60389,0.40204,17.4756,0.92394,1,0,0,23
s14,0.bmp,3,2442,40116.38,40116.38,40.11638,20134070780,440.55552,314.33472,0.43023,0.40929,39.88623,0.23015,116,1,0.6513,0.42254,1,0.35156,0.60807,0,,0.24228,0.3943,18.4924,0.92641,1,0.60358,0.40266,18.04255,0.92394,1,0,0,23
s14,0.bmp,3,2467,40528.07,40528.07,40.52807,20135112926,527.58528,455.07072,0.51522,0.59254,40.47774,0.05033,117,1,0.51001,0.5576,1,0.35059,0.60677,0,,0.22849,0.39516,20.34192,0.952,1,0.59101,0.40045,19.44458,0.95391,1,0,0,24
s14,0.bmp,3,2468,40543.66,40543.66,40.54366,20135152409,519.46496,458.89536,0.50729,0.59752,40.47774,0.06593,117,1,0.47558,0.61743,1,0.35059,0.60677,0,,0.22821,0.39481,20.50159,0.95638,1,0.59083,0.40032,19.47924,0.95828,1,0,0,24
s14,0.bmp,3,2469,40562.32,40562.32,40.56232,20135199631,516.1984,460.42368,0.5041,0.59951,40.47774,0.08458,117,1,0.48811,0.60943,1,0.35059,0.60677,0,,0.22828,0.39423,20.33462,0.96075,1,0.59083,0.39996,19.40201,0.96266,1,0,0,24
s14,0.bmp,3,2470,40576.67,40576.67,40.57667,20135235946,513.82272,461.13024,0.50178,0.60043,40.47774,0.09893,117,1,0.48791,0.60598,1,0.35059,0.60677,0,,0.22819,0.39404,20.43558,0.96513,1,0.5909,0.39981,19.42436,0.96703,1,0,0,24
s14,0.bmp,3,2471,40592.65,40592.65,40.59265,20135276410,513.20832,456.13056,0.50118,0.59392,40.47774,0.11491,117,1,0.49695,0.54835,1,0.35059,0.60677,0,,0.2284,0.39364,20.57875,0.9695,1,0.59091,0.39975,19.40928,0.96685,1,0,0,24
s14,0.bmp,3,2472,40609.05,40609.05,40.60905,20135317934,512.36864,458.79552,0.50036,0.59739,40.47774,0.13132,117,1,0.49378,0.62517,1,0.35059,0.60677,0,,0.22839,0.39343,20.47357,0.96932,1,0.59108,0.39958,19.47675,0.96668,1,0,0,24
s14,0.bmp,3,2473,40625.72,40625.72,40.62572,20135360113,511.6928,460.93824,0.4997,0.60018,40.47774,0.14798,117,1,0.49379,0.6253,1,0.35059,0.60677,0,,0.22836,0.39336,20.3722,0.96915,1,0.591,0.39973,19.43719,0.9665,1,0,0,24
s14,0.bmp,3,2474,40642.07,40642.07,40.64207,20135401522,510.69952,460.94592,0.49873,0.60019,40.47774,0.16434,117,1,0.48897,0.60027,1,0.35059,0.60677,0,,0.22814,0.39389,20.57074,0.96897,1,0.59101,0.40023,19.48044,0.97088,1,0,0,24
s14,0.bmp,3,2475,40658.44,40658.44,40.65844,20135442960,511.26272,461.52192,0.49928,0.60094,40.47774,0.1807,117,1,0.50536,0.60915,1,0.35059,0.60677,0,,0.22765,0.39444,20.5165,0.96897,1,0.59046,0.4006,19.38775,0.97088,1,0,0,24
s14,0.bmp,3,2476,40674.62,40674.62,40.67462,20135483914,511.744,462.00576,0.49975,0.60157,40.47774,0.19688,117,1,0.50536,0.60915,1,0.35059,0.60677,0,,0.22744,0.39438,20.59584,0.96897,1,0.59003,0.40126,19.53216,0.97088,1,0,0,24
s14,0.bmp,3,2477,40691.53,40691.53,40.69153,20135526716,510.38208,460.96896,0.49842,0.60022,40.47774,0.21379,117,1,0.48122,0.58262,1,0.35059,0.60677,0,,0.22683,0.3947,20.57109,0.96897,1,0.58964,0.40061,19.58406,0.97088,1,0,0,24
s14,0.bmp,3,2478,40707.86,40707.86,40.70786,20135568066,514.24256,458.2656,0.50219,0.5967,40.47774,0.23013,117,1,0.55487,0.54753,1,0.35059,0.60677,0,,0.22843,0.39298,20.39291,0.96897,1,0.59116,0.39849,18.57884,0.97088,1,0,0,24
s14,0.bmp,3,2479,40724.38,40724.38,40.72438,20135609867,517.61152,455.90784,0.50548,0.59363,40.47774,0.24664,117,1,0.55487,0.54753,1,0.35059,0.60677,0,,0.22908,0.39191,20.53827,0.96897,1,0.59151,0.39763,19.47936,0.97088,1,0,0,24
s14,0.bmp,3,2480,40743.61,40743.61,40.74361,20135658563,529.408,439.97952,0.517,0.57289,40.47774,0.26588,117,1,0.70131,0.24103,1,0.35059,0.60677,0,,0.2345,0.38103,18.70512,0.96897,1,0.59527,0.3874,18.38713,0.97088,1,0,0,24
s14,0.bmp,3,2481,40756.94,40756.94,40.75694,20135692273,538.60352,426.65472,0.52598,0.55554,40.47774,0.2792,117,1,0.67873,0.26052,1,0.35059,0.60677,0,,0.23411,0.38146,19.40487,0.96897,1,0.59517,0.38761,18.21775,0.97088,1,0,0,24
