Subject_ID,Slide_Image,Event,CNT,TIME(2016/06/14 13:19:33.936),TIME,TIMETICK(f=2531455),FPOGX,FPOGY,xpos,ypos,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN
S3,intro.bmp,2,1181,19.40093,19400.93,42569598084,365.312,393.19296,0.35675,0.51197,19.25894,0.14198,44,1,0.35002,0.48726,1,0.91504,0.71615,0,,0.10308,0.15292,14.11542,0.95741,1,0.48187,0.13008,14.65837,0.96207,1,0,0,12
S3,intro.bmp,2,1182,19.41737,19417.37,42569639721,364.52352,390.02112,0.35598,0.50784,19.25894,0.15843,44,1,0.34834,0.46654,1,0.91504,0.71615,0,,0.10304,0.15318,14.65698,0.96161,1,0.48194,0.12981,14.72501,0.96627,1,0,0,12
S3,intro.bmp,2,1183,19.43394,19433.94,42569681663,363.7248,387.06432,0.3552,0.50399,19.25894,0.175,44,1,0.34666,0.4617,1,0.91504,0.71615,0,,0.10307,0.15326,14.02247,0.96997,1,0.48197,0.13003,14.98484,0.97044,1,0,0,12
S3,intro.bmp,2,1184,19.44993,19449.93,42569722141,365.08672,386.688,0.35653,0.5035,19.25894,0.19099,44,1,0.37246,0.49763,1,0.91504,0.71615,0,,0.10317,0.15325,14.12282,0.97414,1,0.48241,0.12944,14.01522,0.9746,1,0,0,12
S3,intro.bmp,2,1185,19.46645,19466.45,42569763977,364.3392,383.3856,0.3558,0.4992,19.25894,0.20751,44,1,0.34625,0.44324,1,0.91504,0.71615,0,,0.10307,0.15326,14.02247,0.97411,1,0.48207,0.13003,14.82985,0.97457,1,0,0,12
S3,intro.bmp,2,1186,19.48316,19483.16,42569806270,363.73504,380.59776,0.35521,0.49557,19.25894,0.22422,44,1,0.34704,0.44471,1,0.91504,0.71615,0,,0.10314,0.15325,14.07671,0.96991,1,0.48207,0.13003,14.82985,0.97457,1,0,0,12
S3,intro.bmp,2,1187,19.49954,19499.54,42569847743,363.34592,379.07712,0.35483,0.49359,19.25894,0.2406,44,1,0.34911,0.46393,1,0.91504,0.71615,0,,0.10298,0.15301,13.96191,0.96991,1,0.48196,0.13037,14.35234,0.97457,1,0,0,12
S3,intro.bmp,2,1188,19.51582,19515.82,42569888949,361.44128,376.68096,0.35297,0.49047,19.25894,0.25688,44,1,0.32327,0.44061,1,0.91504,0.71615,0,,0.10318,0.15336,13.96776,0.96991,1,0.48204,0.13004,14.86727,0.97457,1,0,0,12
S3,intro.bmp,2,1189,19.53397,19533.97,42569934889,359.75168,374.5536,0.35132,0.4877,19.25894,0.27503,44,1,0.32327,0.44061,1,0.91504,0.71615,0,,0.10306,0.15314,13.86869,0.96991,1,0.48244,0.13072,14.32355,0.97457,1,0,0,12
S3,intro.bmp,2,1190,19.54888,19548.88,42569972630,363.32544,379.98336,0.35481,0.49477,19.25894,0.28994,44,1,0.41747,0.62202,1,0.91504,0.71615,0,,0.10525,0.15626,14.46287,0.96991,1,0.48329,0.13308,14.20686,0.97041,1,0,0,12
S3,intro.bmp,2,1191,19.56501,19565.01,42570013464,365.69088,386.43456,0.35712,0.50317,19.25894,0.30607,44,1,0.40114,0.66281,1,0.91504,0.71615,0,,0.10528,0.15755,14.38311,0.96994,1,0.48369,0.13391,14.82207,0.97044,1,0,0,12
S3,intro.bmp,2,1192,19.58199,19581.99,42570056449,367.84128,392.27136,0.35922,0.51077,19.25894,0.32305,44,1,0.40114,0.66279,1,0.91504,0.71615,0,,0.10606,0.15783,14.48185,0.96997,1,0.48388,0.13497,14.67077,0.97047,1,0,0,12
S3,intro.bmp,2,1193,19.59785,19597.85,42570096604,371.32288,398.31552,0.36262,0.51864,19.25894,0.33891,44,1,0.43416,0.68393,1,0.91504,0.71615,0,,0.10516,0.15866,14.3653,0.97,1,0.48374,0.13536,14.15507,0.97466,1,0,0,12
S3,intro.bmp,2,1194,19.61485,19614.85,42570139627,373.9648,403.86816,0.3652,0.52587,19.25894,0.3559,44,1,0.42181,0.68478,1,0.91504,0.71615,0,,0.10516,0.15866,14.3653,0.97,1,0.48404,0.13556,14.4501,0.97466,1,0,0,12
S3,intro.bmp,2,1201,19.72954,19729.54,42570429953,419.6864,533.3376,0.40985,0.69445,19.68008,0.04946,45,1,0.41409,0.68141,1,0.91504,0.71615,0,,0.10368,0.15979,14.53996,0.96158,1,0.48293,0.13678,14.43338,0.96204,1,0,0,12
S3,intro.bmp,2,1202,19.74596,19745.96,42570471531,419.0208,537.09312,0.4092,0.69934,19.68008,0.06588,45,1,0.40659,0.71891,1,0.91504,0.71615,0,,0.10388,0.15992,14.687,0.96155,1,0.4834,0.13556,13.98935,0.96201,1,0,0,12
S3,intro.bmp,2,1203,19.76263,19762.63,42570513749,420.28032,538.22976,0.41043,0.70082,19.68008,0.08256,45,1,0.41659,0.70822,1,0.91504,0.71615,0,,0.10376,0.15945,14.458,0.96571,1,0.48337,0.13555,13.96525,0.96618,1,0,0,12
S3,intro.bmp,2,1204,19.77844,19778.44,42570553753,421.08928,538.62912,0.41122,0.70134,19.68008,0.09837,45,1,0.41595,0.70447,1,0.91504,0.71615,0,,0.10365,0.1595,14.44412,0.96988,1,0.48336,0.13559,14.07028,0.97454,1,0,0,12
S3,intro.bmp,2,1205,19.79536,19795.36,42570596596,419.15392,539.79648,0.40933,0.70286,19.68008,0.11529,45,1,0.39613,0.7135,1,0.91504,0.71615,0,,0.1034,0.15921,14.63491,0.97824,1,0.48277,0.13619,14.66669,0.98291,1,0,0,12
S3,intro.bmp,2,1206,19.812,19812,42570638690,421.86752,539.46624,0.41198,0.70243,19.68008,0.13192,45,1,0.43312,0.69898,1,0.91504,0.71615,0,,0.1033,0.15936,14.56406,0.98241,1,0.48281,0.13642,14.50908,0.98707,1,0,0,12
S3,intro.bmp,2,1207,19.82867,19828.67,42570680906,424.02816,539.19744,0.41409,0.70208,19.68008,0.14859,45,1,0.43312,0.69898,1,0.91504,0.71615,0,,0.10309,0.15956,14.46442,0.98241,1,0.48268,0.1366,14.85247,0.98707,1,0,0,12
S3,intro.bmp,2,1208,19.84513,19845.13,42570722585,426.98752,538.88256,0.41698,0.70167,19.68008,0.16505,45,1,0.44588,0.69754,1,0.91504,0.71615,0,,0.10375,0.1592,14.4629,0.98241,1,0.48375,0.13552,14.03767,0.98291,1,0,0,12
S3,intro.bmp,2,1209,19.86292,19862.92,42570767591,432.4352,538.73664,0.4223,0.70148,19.68008,0.18284,45,1,0.48086,0.69943,1,0.91504,0.71615,0,,0.10504,0.15855,14.51995,0.98244,1,0.48412,0.13552,14.33948,0.98294,1,0,0,12
S3,intro.bmp,2,1210,19.87765,19877.65,42570804899,437.05344,538.69824,0.42681,0.70143,19.68008,0.19757,45,1,0.48085,0.70084,1,0.91504,0.71615,0,,0.10508,0.15855,14.48627,0.98247,1,0.48388,0.13538,14.36192,0.97877,1,0,0,12
S3,intro.bmp,2,1211,19.89346,19893.46,42570844936,444.24192,536.53248,0.43383,0.69861,19.68008,0.21339,45,1,0.52514,0.66194,1,0.91504,0.71615,0,,0.10451,0.15838,14.94454,0.97831,1,0.48394,0.13509,14.60441,0.9746,1,0,0,12
S3,intro.bmp,2,1212,19.91033,19910.33,42570887625,450.38592,535.104,0.43983,0.69675,19.68008,0.23026,45,1,0.52379,0.67071,1,0.91504,0.71615,0,,0.10456,0.15847,15.15055,0.96994,1,0.48394,0.13509,14.60441,0.96624,1,0,0,12
S3,intro.bmp,2,1213,19.92673,19926.73,42570929141,455.7824,533.90592,0.4451,0.69519,19.68008,0.24665,45,1,0.52412,0.67178,1,0.91504,0.71615,0,,0.10417,0.15866,14.55713,0.96574,1,0.48385,0.13481,14.45495,0.96624,1,0,0,12
S3,intro.bmp,2,1214,19.94292,19942.92,42570970124,459.76576,533.09952,0.44899,0.69414,19.68008,0.26284,45,1,0.51122,0.67737,1,0.91504,0.71615,0,,0.10421,0.15867,14.68902,0.96574,1,0.48384,0.13485,14.3714,0.97041,1,0,0,12
S3,intro.bmp,2,1215,19.95935,19959.35,42571011728,463.2576,531.83232,0.4524,0.69249,19.68008,0.27927,45,1,0.5105,0.66446,1,0.91504,0.71615,0,,0.10423,0.15873,14.82946,0.96991,1,0.48387,0.13494,14.42964,0.97457,1,0,0,12
S3,intro.bmp,2,1219,20.02521,20025.21,42571178432,504.832,519.77472,0.493,0.67679,19.97694,0.04826,46,1,0.49827,0.66893,1,0.91504,0.71615,0,,0.10482,0.1582,14.80386,0.99497,1,0.48449,0.13534,14.93032,0.99544,1,0,0,12
S3,intro.bmp,2,1220,20.04178,20041.78,42571220387,500.21376,514.49088,0.48849,0.66991,19.97694,0.06483,46,1,0.47042,0.64242,1,0.91504,0.71615,0,,0.10466,0.15784,14.63702,0.99914,1,0.48435,0.1346,14.63893,0.99544,1,0,0,12
S3,intro.bmp,2,1221,20.05781,20057.81,42571260961,504.44288,514.00704,0.49262,0.66928,19.97694,0.08086,46,1,0.51328,0.66614,1,0.91504,0.71615,0,,0.10447,0.15774,14.99788,0.99494,1,0.48417,0.13472,14.7003,0.99124,1,0,0,12
S3,intro.bmp,2,1222,20.07422,20074.22,42571302503,507.51488,514.22976,0.49562,0.66957,19.97694,0.09727,46,1,0.51365,0.67132,1,0.91504,0.71615,0,,0.10384,0.15744,14.71045,0.98658,1,0.4839,0.13494,14.53504,0.98287,1,0,0,12
S3,intro.bmp,2,1223,20.09094,20090.94,42571344813,507.42272,513.83808,0.49553,0.66906,19.97694,0.11399,46,1,0.49492,0.66543,1,0.91504,0.71615,0,,0.10449,0.15767,14.35657,0.97821,1,0.48384,0.1353,14.32751,0.97451,1,0,0,12
S3,intro.bmp,2,1224,20.10755,20107.55,42571386888,505.8048,515.25888,0.49395,0.67091,19.97694,0.13061,46,1,0.48127,0.68571,1,0.91504,0.71615,0,,0.10444,0.15835,14.69883,0.96985,1,0.48393,0.13537,14.46275,0.96615,1,0,0,12
S3,intro.bmp,2,1225,20.12371,20123.71,42571427786,504.576,516.672,0.49275,0.67275,19.97694,0.14677,46,1,0.48191,0.68936,1,0.91504,0.71615,0,,0.10458,0.15859,14.69505,0.96149,1,0.48467,0.13546,14.32959,0.96198,1,0,0,12
S3,intro.bmp,2,1226,20.14075,20140.75,42571470913,507.01312,517.12512,0.49513,0.67334,19.97694,0.1638,46,1,0.51901,0.67924,1,0.91504,0.71615,0,,0.1048,0.15861,14.53926,0.95732,1,0.48496,0.13585,14.5897,0.95781,1,0,0,12
S3,intro.bmp,2,1227,20.15693,20156.93,42571511878,520.32512,518.90688,0.50813,0.67566,19.97694,0.17999,46,1,0.65112,0.70119,1,0.91504,0.71615,0,,0.10786,0.15838,14.14902,0.95735,1,0.48616,0.1358,14.31673,0.95784,1,0,0,12
S3,intro.bmp,2,1228,20.17275,20172.75,42571551933,531.58912,520.41984,0.51913,0.67763,19.97694,0.19581,46,1,0.65113,0.70118,1,0.91504,0.71615,0,,0.10865,0.15831,14.50654,0.95738,1,0.4877,0.13613,14.29005,0.95787,1,0,0,12
S3,intro.bmp,2,1229,20.1909,20190.9,42571597888,543.17056,522.3168,0.53044,0.6801,19.97694,0.21396,46,1,0.67742,0.71226,1,0.91504,0.71615,0,,0.10954,0.1585,13.94266,0.95741,1,0.48838,0.13673,14.28274,0.96207,1,0,0,12
S3,intro.bmp,2,1230,20.20597,20205.97,42571636026,555.76576,523.74528,0.54274,0.68196,19.97694,0.22903,46,1,0.71496,0.70805,1,0.91504,0.71615,0,,0.11003,0.15893,14.14538,0.96161,1,0.4886,0.1368,14.36778,0.96627,1,0,0,12
S3,intro.bmp,2,1231,20.22205,20222.05,42571676719,566.82496,524.87424,0.55354,0.68343,19.97694,0.2451,46,1,0.71561,0.70545,1,0.91504,0.71615,0,,0.11036,0.15897,14.18292,0.96581,1,0.48889,0.13583,13.59336,0.97047,1,0,0,12
S3,intro.bmp,2,1235,20.28774,20287.74,42571843022,673.04448,533.376,0.65727,0.6945,20.23864,0.0491,47,1,0.64423,0.71854,1,0.91504,0.71615,0,,0.10904,0.15884,14.04478,0.97,1,0.48756,0.1357,14.27509,0.97466,1,0,0,12
S3,intro.bmp,2,1236,20.30444,20304.44,42571885285,672.89088,534.67392,0.65712,0.69619,20.23864,0.0658,47,1,0.65649,0.70294,1,0.91504,0.71615,0,,0.10904,0.15884,14.04478,0.97,1,0.48754,0.13569,14.17269,0.97466,1,0,0,12
S3,intro.bmp,2,1237,20.32081,20320.81,42571926726,672.7168,535.71072,0.65695,0.69754,20.23864,0.08217,47,1,0.65611,0.70428,1,0.91504,0.71615,0,,0.10908,0.15835,14.04793,0.97,1,0.48789,0.13608,14.70291,0.97047,1,0,0,12
S3,intro.bmp,2,1238,20.33704,20337.04,42571967823,674.47808,536.84736,0.65867,0.69902,20.23864,0.0984,47,1,0.669,0.70786,1,0.91504,0.71745,0,,0.1095,0.15772,14.1018,0.96581,1,0.48868,0.1356,14.08177,0.96627,1,0,0,12
S3,intro.bmp,2,1239,20.35358,20353.58,42572009678,671.82592,536.11008,0.65608,0.69806,20.23864,0.11494,47,1,0.63794,0.69136,1,0.91504,0.71745,0,,0.10963,0.15771,14.277,0.96161,1,0.48852,0.13569,14.30569,0.96207,1,0,0,12
S3,intro.bmp,2,1240,20.37004,20370.04,42572051370,669.75744,535.62624,0.65406,0.69743,20.23864,0.1314,47,1,0.63792,0.69243,1,0.90234,0.71615,0,,0.1099,0.1575,14.13079,0.95741,1,0.48814,0.13557,13.82598,0.96207,1,0,0,12
S3,intro.bmp,2,1241,20.38641,20386.41,42572092811,675.77856,535.15776,0.65994,0.69682,20.23864,0.14777,47,1,0.71281,0.69129,1,0.90234,0.71615,0,,0.10921,0.15709,14.11947,0.95741,1,0.48851,0.13487,13.86986,0.96207,1,0,0,12
S3,intro.bmp,2,1242,20.40282,20402.82,42572134346,678.7584,532.7616,0.66285,0.6937,20.23864,0.16418,47,1,0.69196,0.66255,1,0.86719,0.70182,0,,0.10932,0.15667,13.88686,0.95741,1,0.48841,0.13474,13.69741,0.96207,1,0,0,12
S3,intro.bmp,2,1243,20.41911,20419.11,42572175576,681.28768,530.59584,0.66532,0.69088,20.23864,0.18047,47,1,0.69251,0.65977,1,0.86719,0.70182,0,,0.10952,0.15672,14.07334,0.96158,1,0.48856,0.13454,13.78831,0.96624,1,0,0,12
S3,intro.bmp,2,1244,20.43577,20435.77,42572217743,681.0112,530.21952,0.66505,0.69039,20.23864,0.19713,47,1,0.66175,0.6845,1,0.84473,0.69531,0,,0.1103,0.15715,14.06248,0.96574,1,0.48915,0.13543,13.91648,0.97041,1,0,0,12
S3,intro.bmp,2,1245,20.45194,20451.94,42572258697,682.02496,529.56672,0.66604,0.68954,20.23864,0.2133,47,1,0.67896,0.6786,1,0.83496,0.6901,0,,0.11015,0.15703,14.23966,0.97411,1,0.48967,0.13603,14.07463,0.97877,1,0,0,12
S3,intro.bmp,2,1246,20.46955,20469.55,42572303270,682.9056,528.95232,0.6669,0.68874,20.23864,0.23091,47,1,0.67902,0.67745,1,0.83496,0.6901,0,,0.11042,0.15719,13.89509,0.97831,1,0.48953,0.13573,14.15262,0.97877,1,0,0,12
S3,intro.bmp,2,1247,20.48503,20485.03,42572342451,682.17856,528.26112,0.66619,0.68784,20.23864,0.24639,47,1,0.6554,0.67441,1,0.83398,0.6901,0,,0.11032,0.15712,14.33077,0.97831,1,0.48918,0.13601,14.20763,0.97877,1,0,0,12
S3,intro.bmp,2,1248,20.50172,20501.72,42572384712,676.62848,528.39936,0.66077,0.68802,20.23864,0.26308,47,1,0.57418,0.69094,1,0.83398,0.6901,0,,0.1077,0.15724,14.37363,0.97411,1,0.48725,0.13524,14.07876,0.97457,1,0,0,12
S3,intro.bmp,2,1249,20.51785,20517.85,42572425523,671.70304,528.52992,0.65596,0.68819,20.23864,0.27921,47,1,0.57418,0.69096,1,0.83203,0.6875,0,,0.10707,0.15623,14.2174,0.97408,1,0.48638,0.13516,14.41201,0.97454,1,0,0,12
S3,intro.bmp,2,1250,20.53445,20534.45,42572467548,667.3408,526.43328,0.6517,0.68546,20.23864,0.29581,47,1,0.57501,0.63633,1,0.83203,0.6875,0,,0.10601,0.15638,14.52215,0.97405,1,0.48529,0.13386,14.14437,0.97034,1,0,0,12
S3,intro.bmp,2,1251,20.55089,20550.89,42572509170,661.9136,524.47488,0.6464,0.68291,20.23864,0.31225,47,1,0.54571,0.63445,1,0.83105,0.6862,0,,0.10579,0.15617,14.18699,0.96985,1,0.48525,0.13387,14.17947,0.96615,1,0,0,12
S3,intro.bmp,2,1252,20.57019,20570.19,42572558035,657.01888,522.7392,0.64162,0.68065,20.23864,0.33155,47,1,0.54597,0.63554,1,0.83105,0.6862,0,,0.10572,0.1558,14.20446,0.96565,1,0.48525,0.13375,14.17304,0.96615,1,0,0,12
S3,intro.bmp,2,1253,20.58338,20583.38,42572591419,653.11744,522.1632,0.63781,0.6799,20.23864,0.34474,47,1,0.55785,0.6642,1,0.83105,0.6862,0,,0.10591,0.15623,14.24107,0.96565,1,0.48558,0.13397,14.17159,0.97031,1,0,0,12
S3,intro.bmp,2,1257,20.649,20649,42572757534,574.99648,507.04128,0.56152,0.66021,20.60037,0.04864,48,1,0.52992,0.66583,1,0.83105,0.6849,0,,0.10556,0.15514,13.90013,0.98244,1,0.48509,0.1336,13.861,0.98294,1,0,0,12
S3,intro.bmp,2,1258,20.6655,20665.5,42572799313,568.50432,507.50208,0.55518,0.66081,20.60037,0.06514,48,1,0.52981,0.66321,1,0.83105,0.6849,0,,0.10583,0.15495,13.84089,0.98664,1,0.48484,0.1337,14.16272,0.98713,1,0,0,12
S3,intro.bmp,2,1259,20.68324,20683.24,42572844215,559.21664,515.69664,0.54611,0.67148,20.60037,0.08288,48,1,0.50076,0.72482,1,0.83594,0.6849,0,,0.1048,0.15619,14.55786,0.99084,1,0.48459,0.13394,14.07518,0.99133,1,0,0,12
S3,intro.bmp,2,1260,20.69838,20698.38,42572882547,553.30816,511.90272,0.54034,0.66654,20.60037,0.09801,48,1,0.50575,0.6369,1,0.83594,0.6849,0,,0.10483,0.15673,14.49928,0.99084,1,0.48483,0.13394,13.97663,0.99133,1,0,0,12
S3,intro.bmp,2,1261,20.71496,20714.96,42572924507,548.88448,509.05344,0.53602,0.66283,20.60037,0.11459,48,1,0.50575,0.6369,1,0.84277,0.6849,0,,0.10491,0.15677,14.73361,0.99084,1,0.4847,0.13398,13.89133,0.99133,1,0,0,12
S3,intro.bmp,2,1262,20.73142,20731.42,42572966187,548.06528,514.04544,0.53522,0.66933,20.60037,0.13106,48,1,0.52885,0.72126,1,0.84277,0.6849,0,,0.10476,0.15676,14.56207,0.99084,1,0.48427,0.13399,13.87666,0.9955,1,0,0,12
S3,intro.bmp,2,1263,20.74813,20748.13,42573008479,543.63136,516.9408,0.53089,0.6731,20.60037,0.14777,48,1,0.49192,0.70709,1,0.85156,0.6862,0,,0.10468,0.15653,14.99707,0.995,1,0.48425,0.13394,13.76295,0.99966,1,0,0,12
S3,intro.bmp,2,1264,20.76428,20764.28,42573049363,539.99616,519.40608,0.52734,0.67631,20.60037,0.16392,48,1,0.49182,0.70844,1,0.87305,0.6901,0,,0.1048,0.15586,14.58896,0.995,1,0.48385,0.13367,14.09904,0.99547,1,0,0,12
S3,intro.bmp,2,1265,20.78088,20780.88,42573091383,543.46752,521.19552,0.53073,0.67864,20.60037,0.18051,48,1,0.5681,0.70417,1,0.87305,0.6901,0,,0.10339,0.15681,14.66227,0.99081,1,0.48284,0.13359,13.86447,0.9871,1,0,0,12
S3,intro.bmp,2,1266,20.7977,20797.7,42573133970,543.62112,524.78976,0.53088,0.68332,20.60037,0.19733,48,1,0.53258,0.73957,1,0.87305,0.6901,0,,0.10344,0.1569,14.79811,0.98244,1,0.48278,0.13378,13.69497,0.97874,1,0,0,12
S3,intro.bmp,2,1267,20.8139,20813.9,42573174959,543.76448,527.93088,0.53102,0.68741,20.60037,0.21353,48,1,0.53292,0.74055,1,0.88477,0.6901,0,,0.10346,0.15683,14.71721,0.97824,1,0.48291,0.13396,13.8595,0.97874,1,0,0,12
S3,intro.bmp,2,1268,20.83012,20830.12,42573216030,541.45024,528.70656,0.52876,0.68842,20.60037,0.22975,48,1,0.49701,0.70261,1,0.88477,0.6901,0,,0.10345,0.15716,14.74036,0.97824,1,0.48282,0.13474,14.95213,0.97874,1,0,0,12
S3,intro.bmp,2,1269,20.84628,20846.28,42573256920,540.8768,527.66208,0.5282,0.68706,20.60037,0.24591,48,1,0.51995,0.66657,1,0.88477,0.6901,0,,0.10344,0.15704,14.6826,0.97824,1,0.48287,0.1344,14.57164,0.97874,1,0,0,12
S3,intro.bmp,2,1270,20.86292,20862.92,42573299049,540.39552,526.85568,0.52773,0.68601,20.60037,0.26255,48,1,0.5201,0.66918,1,0.88477,0.6875,0,,0.10326,0.15688,14.40943,0.97408,1,0.48276,0.1336,13.97662,0.97457,1,0,0,12
S3,intro.bmp,2,1271,20.87919,20879.19,42573340240,539.63776,529.14432,0.52699,0.68899,20.60037,0.27882,48,1,0.5145,0.73975,1,0.88477,0.6875,0,,0.10245,0.1568,14.33913,0.96991,1,0.48223,0.13363,14.2054,0.97457,1,0,0,12
S3,intro.bmp,2,1272,20.89573,20895.73,42573382110,539.24864,529.4592,0.52661,0.6894,20.60037,0.29536,48,1,0.51974,0.6968,1,0.88281,0.6862,0,,0.1021,0.15694,14.55388,0.97411,1,0.48202,0.1342,14.85883,0.97877,1,0,0,12
S3,intro.bmp,2,1273,20.9125,20912.5,42573424574,538.89024,529.6512,0.52626,0.68965,20.60037,0.31213,48,1,0.51958,0.69429,1,0.88281,0.6862,0,,0.10211,0.1562,14.86428,0.97831,1,0.48196,0.13392,14.5838,0.98297,1,0,0,12
S3,intro.bmp,2,1274,20.92881,20928.81,42573465862,537.6,519.02976,0.525,0.67582,20.60037,0.32845,48,1,0.4999,0.39918,1,0.88086,0.6849,0,,0.1036,0.14914,14.5093,0.9825,1,0.48047,0.12796,14.93281,0.983,1,0,0,12
S3,intro.bmp,2,1275,20.94523,20945.23,42573507433,537.79456,506.304,0.52519,0.65925,20.60037,0.34486,48,1,0.52901,0.3113,1,0.88086,0.6849,0,,0.10376,0.14816,14.55882,0.97834,1,0.48061,0.12638,14.38698,0.97883,1,0,0,12
S3,intro.bmp,2,1282,21.05982,21059.82,42573797504,522.31168,251.23584,0.51007,0.32713,21.01099,0.04884,49,1,0.49783,0.35837,1,0.87988,0.68359,0,,0.10339,0.14712,14.8585,0.96149,1,0.48164,0.12576,14.84617,0.96195,1,0,0,12
S3,intro.bmp,2,1283,21.07865,21078.65,42573845187,521.49248,254.16192,0.50927,0.33094,21.01099,0.06767,49,1,0.50607,0.34615,1,0.87988,0.68359,0,,0.10321,0.14767,14.73292,0.96145,1,0.48162,0.12572,14.84135,0.95775,1,0,0,12
S3,intro.bmp,2,1284,21.09291,21092.91,42573881273,521.0112,257.96352,0.5088,0.33589,21.01099,0.08192,49,1,0.50642,0.36066,1,0.87207,0.6862,0,,0.10264,0.14765,14.73217,0.96145,1,0.48163,0.12575,14.9064,0.95775,1,0,0,12
S3,intro.bmp,2,1285,21.10984,21109.84,42573924125,520.69376,260.87424,0.50849,0.33968,21.01099,0.09885,49,1,0.50666,0.3624,1,0.86328,0.69141,0,,0.10253,0.14766,14.72965,0.95729,1,0.48147,0.12579,14.89852,0.95778,1,0,0,12
S3,intro.bmp,2,1286,21.12695,21126.95,42573967459,523.53024,262.51776,0.51126,0.34182,21.01099,0.11597,49,1,0.53067,0.35685,1,0.86328,0.69141,0,,0.10263,0.14787,14.5795,0.95732,1,0.48178,0.12602,14.71535,0.96198,1,0,0,12
S3,intro.bmp,2,1287,21.14212,21142.12,42574005857,522.3936,261.38112,0.51015,0.34034,21.01099,0.13113,49,1,0.50122,0.32843,1,0.86328,0.69141,0,,0.1032,0.14785,14.52937,0.96152,1,0.48236,0.12595,14.89533,0.96618,1,0,0,12
S3,intro.bmp,2,1288,21.15877,21158.77,42574047987,521.4208,259.83744,0.5092,0.33833,21.01099,0.14778,49,1,0.5007,0.32026,1,0.86328,0.69141,0,,0.10351,0.14808,13.95085,0.96988,1,0.48262,0.12645,14.86845,0.97454,1,0,0,12
S3,intro.bmp,2,1289,21.17509,21175.09,42574089321,521.41056,254.7072,0.50919,0.33165,21.01099,0.16411,49,1,0.50904,0.26484,1,0.86328,0.69141,0,,0.10383,0.14881,14.56,0.97824,1,0.48291,0.12689,14.36385,0.97874,1,0,0,12
S3,intro.bmp,2,1290,21.19149,21191.49,42574130832,522.41408,250.32192,0.51017,0.32594,21.01099,0.1805,49,1,0.52098,0.26319,1,0.86328,0.69141,0,,0.10407,0.1486,14.48808,0.98244,1,0.48319,0.12643,14.64938,0.98294,1,0,0,12
S3,intro.bmp,2,1291,21.20755,21207.55,42574171481,523.25376,246.7584,0.51099,0.3213,21.01099,0.19656,49,1,0.52086,0.26561,1,0.86328,0.69141,0,,0.10403,0.14804,14.20192,0.98247,1,0.48324,0.12651,14.8225,0.97877,1,0,0,12
S3,intro.bmp,2,1292,21.22447,21224.47,42574214315,523.07968,244.23936,0.51082,0.31802,21.01099,0.21349,49,1,0.50861,0.27529,1,0.86328,0.69141,0,,0.10408,0.1481,14.24958,0.97831,1,0.48283,0.1262,14.63642,0.97877,1,0,0,12
S3,intro.bmp,2,1293,21.2408,21240.8,42574255641,521.97376,239.01696,0.50974,0.31122,21.01099,0.22981,49,1,0.49457,0.21603,1,0.86328,0.69141,0,,0.10388,0.14858,14.86879,0.97411,1,0.48284,0.12643,14.64832,0.97457,1,0,0,12
S3,intro.bmp,2,1294,21.25737,21257.37,42574297600,521.02144,234.5472,0.50881,0.3054,21.01099,0.24638,49,1,0.49487,0.21812,1,0.86328,0.69141,0,,0.1039,0.14854,14.67204,0.96991,1,0.48292,0.12646,14.72474,0.97457,1,0,0,12
S3,intro.bmp,2,1295,21.27354,21273.54,42574338526,521.66656,234.15552,0.50944,0.30489,21.01099,0.26255,49,1,0.51951,0.29678,1,0.86328,0.69141,0,,0.1039,0.14904,14.4494,0.96991,1,0.48307,0.12668,14.7081,0.97041,1,0,0,12
S3,intro.bmp,2,1296,21.29011,21290.11,42574380477,523.03872,234.24,0.51078,0.305,21.01099,0.27912,49,1,0.5335,0.30687,1,0.86328,0.69141,0,,0.10417,0.14902,14.80699,0.96574,1,0.48371,0.12695,14.54396,0.96624,1,0,0,12
S3,intro.bmp,2,1297,21.30682,21306.82,42574422791,524.26752,234.48576,0.51198,0.30532,21.01099,0.29584,49,1,0.53361,0.31105,1,0.86328,0.69141,0,,0.10487,0.14919,14.55445,0.96158,1,0.48385,0.12712,14.88753,0.96207,1,0,0,12
S3,intro.bmp,2,1301,21.37238,21372.38,42574588755,538.73664,222.53568,0.52611,0.28976,21.32275,0.04963,50,1,0.52399,0.29449,1,0.86133,0.6901,0,,0.10442,0.14818,14.25594,0.96581,1,0.48372,0.12632,14.78856,0.96627,1,0,0,12
S3,intro.bmp,2,1302,21.38871,21388.71,42574630081,535.72608,219.16416,0.52317,0.28537,21.32275,0.06596,50,1,0.5114,0.2678,1,0.86035,0.6862,0,,0.10473,0.14885,15.20903,0.96161,1,0.4839,0.12634,15.00647,0.96207,1,0,0,12
S3,intro.bmp,2,1303,21.40782,21407.82,42574678461,533.73952,216.60672,0.52123,0.28204,21.32275,0.08507,50,1,0.51156,0.2654,1,0.86035,0.6862,0,,0.10502,0.14878,14.9193,0.96158,1,0.48411,0.12639,14.75446,0.96624,1,0,0,12
